run_id,N_params_B,D_tokens_B,C_FLOPs_1e21,steps,batch_tokens_M,lr,wd,precision,gpu_days,step_time_ms,train_loss,val_loss,ppl,grad_norm_avg,raw_pred,residual_observed_minus_predicted
cerebras_0.111B,0.111,272,0.181403,19000,14.3,0.0006,0.1,bf16,,,4.2413,4.222,68.17,,2.695499897,1.526500103
cerebras_0.111B,0.111,287,0.190951,20000,14.3,0.0006,0.1,bf16,,,4.2141,4.1985,66.59,,2.691648037,1.506851963
cerebras_0.111B,0.111,301,0.200499,21000,14.3,0.0006,0.1,bf16,,,4.194,4.1726,64.89,,2.688278567,1.484321433
cerebras_0.111B,0.111,315,0.210046,22000,14.3,0.0006,0.1,bf16,,,4.177,4.1687,64.63,,2.685103936,1.483596064
cerebras_0.111B,0.111,330,0.219594,23000,14.3,0.0006,0.1,bf16,,,4.1775,4.1408,62.85,,2.681896996,1.458903004
cerebras_0.111B,0.111,344,0.229141,24000,14.3,0.0006,0.1,bf16,,,4.1204,4.0985,60.25,,2.679067829,1.419432171
cerebras_0.111B,0.111,358,0.238689,25000,14.3,0.0006,0.1,bf16,,,4.1116,4.0932,59.93,,2.676382319,1.416817681
cerebras_0.111B,0.111,373,0.248236,26000,14.3,0.0006,0.1,bf16,,,4.0762,4.0662,58.34,,2.673650233,1.392549767
cerebras_0.111B,0.111,387,0.257784,27000,14.3,0.0006,0.1,bf16,,,4.0537,4.028,56.15,,2.671224244,1.356775756
cerebras_0.111B,0.111,401,0.267331,28000,14.3,0.0006,0.1,bf16,,,4.024,3.9989,54.54,,2.668908057,1.329991943
cerebras_0.111B,0.111,416,0.276879,29000,14.3,0.0006,0.1,bf16,,,4.0436,4.0339,56.48,,2.66653858,1.36736142
cerebras_0.111B,0.111,430,0.286427,30000,14.3,0.0006,0.1,bf16,,,4.0418,4.0147,55.4,,2.664423689,1.350276311
cerebras_0.111B,0.111,444,0.295974,31000,14.3,0.0006,0.1,bf16,,,4.0177,4.0021,54.71,,2.662395141,1.339704859
cerebras_0.111B,0.111,459,0.305522,32000,14.3,0.0006,0.1,bf16,,,4.006,3.984,53.73,,2.660310607,1.323689393
cerebras_0.111B,0.111,473,0.315069,33000,14.3,0.0006,0.1,bf16,,,3.9717,3.9569,52.3,,2.65844223,1.29845777
cerebras_0.111B,0.111,487,0.324617,34000,14.3,0.0006,0.1,bf16,,,3.9761,3.9615,52.54,,2.656643324,1.304856676
cerebras_0.111B,0.111,502,0.334164,35000,14.3,0.0006,0.1,bf16,,,3.9678,3.9469,51.77,,2.654787943,1.292112057
cerebras_0.111B,0.111,516,0.343712,36000,14.3,0.0006,0.1,bf16,,,3.9481,3.927,50.75,,2.653119172,1.273880828
cerebras_0.111B,0.111,530,0.353259,37000,14.3,0.0006,0.1,bf16,,,3.9431,3.9224,50.52,,2.651507366,1.270892634
cerebras_0.111B,0.111,545,0.362807,38000,14.3,0.0006,0.1,bf16,,,3.9364,3.9095,49.87,,2.649839818,1.259660182
cerebras_0.111B,0.111,559,0.372355,39000,14.3,0.0006,0.1,bf16,,,3.9169,3.8948,49.14,,2.648335597,1.246464403
cerebras_0.111B,0.111,573,0.381902,40000,14.3,0.0006,0.1,bf16,,,3.9083,3.8842,48.63,,2.646878835,1.237321165
cerebras_0.111B,0.111,588,0.39145,41000,14.3,0.0006,0.1,bf16,,,3.9023,3.8751,48.19,,2.645367732,1.229732268
cerebras_0.111B,0.111,602,0.400997,42000,14.3,0.0006,0.1,bf16,,,3.8858,3.8797,48.41,,2.644001227,1.235698773
cerebras_0.111B,0.111,616,0.410545,43000,14.3,0.0006,0.1,bf16,,,3.9055,3.8736,48.12,,2.642674801,1.230925199
cerebras_0.111B,0.111,631,0.420092,44000,14.3,0.0006,0.1,bf16,,,3.8834,3.8393,46.49,,2.641295785,1.198004215
cerebras_0.111B,0.111,645,0.42964,45000,14.3,0.0006,0.1,bf16,,,3.8675,3.8422,46.63,,2.640046037,1.202153963
cerebras_0.111B,0.111,659,0.439187,46000,14.3,0.0006,0.1,bf16,,,3.8642,3.8504,47.01,,2.638830533,1.211569467
cerebras_0.111B,0.111,674,0.448735,47000,14.3,0.0006,0.1,bf16,,,3.8266,3.8098,45.14,,2.637564353,1.172235647
cerebras_0.111B,0.111,688,0.458283,48000,14.3,0.0006,0.1,bf16,,,3.8403,3.8163,45.44,,2.636414705,1.179885295
cerebras_0.111B,0.111,702,0.46783,49000,14.3,0.0006,0.1,bf16,,,3.8515,3.8145,45.35,,2.635294615,1.179205385
cerebras_0.111B,0.111,717,0.477378,50000,14.3,0.0006,0.1,bf16,,,3.7978,3.7898,44.25,,2.634125813,1.155674187
cerebras_0.111B,0.111,731,0.486925,51000,14.3,0.0006,0.1,bf16,,,3.8145,3.7948,44.47,,2.633062824,1.161737176
cerebras_0.111B,0.111,745,0.496473,52000,14.3,0.0006,0.1,bf16,,,3.7894,3.783,43.95,,2.632025578,1.150974422
cerebras_0.111B,0.111,760,0.50602,53000,14.3,0.0006,0.1,bf16,,,3.8108,3.7843,44,,2.63094157,1.15335843
cerebras_0.111B,0.111,774,0.515568,54000,14.3,0.0006,0.1,bf16,,,3.8136,3.7664,43.23,,2.629954253,1.136445747
cerebras_0.111B,0.111,788,0.525115,55000,14.3,0.0006,0.1,bf16,,,3.7797,3.7494,42.5,,2.628989532,1.120410468
cerebras_0.111B,0.111,803,0.534663,56000,14.3,0.0006,0.1,bf16,,,3.7611,3.7496,42.51,,2.627979949,1.121620051
cerebras_0.111B,0.111,817,0.54421,57000,14.3,0.0006,0.1,bf16,,,3.7668,3.7365,41.95,,2.627059213,1.109440787
cerebras_0.111B,0.111,831,0.553758,58000,14.3,0.0006,0.1,bf16,,,3.7516,3.7364,41.95,,2.626158453,1.110241547
cerebras_0.111B,0.111,846,0.563306,59000,14.3,0.0006,0.1,bf16,,,3.7568,3.7325,41.78,,2.625214656,1.107285344
cerebras_0.111B,0.111,860,0.572853,60000,14.3,0.0006,0.1,bf16,,,3.7677,3.7441,42.27,,2.624352904,1.119747096
cerebras_0.111B,0.111,874,0.582401,61000,14.3,0.0006,0.1,bf16,,,3.7733,3.7393,42.07,,2.623508922,1.115791078
cerebras_0.111B,0.111,889,0.591948,62000,14.3,0.0006,0.1,bf16,,,3.7385,3.7148,41.05,,2.622623647,1.092176353
cerebras_0.111B,0.111,903,0.601496,63000,14.3,0.0006,0.1,bf16,,,3.7519,3.7239,41.42,,2.621814469,1.102085531
cerebras_0.111B,0.111,917,0.611043,64000,14.3,0.0006,0.1,bf16,,,3.7462,3.7098,40.84,,2.62102119,1.08877881
cerebras_0.111B,0.111,932,0.620591,65000,14.3,0.0006,0.1,bf16,,,3.7191,3.7005,40.47,,2.62018827,1.08031173
cerebras_0.111B,0.111,946,0.630138,66000,14.3,0.0006,0.1,bf16,,,3.721,3.7018,40.52,,2.619426212,1.082373788
cerebras_0.111B,0.111,960,0.639686,67000,14.3,0.0006,0.1,bf16,,,3.7133,3.6815,39.7,,2.618678454,1.062821546
cerebras_0.111B,0.111,975,0.649234,68000,14.3,0.0006,0.1,bf16,,,3.7185,3.6878,39.96,,2.617892617,1.069907383
cerebras_0.111B,0.111,989,0.658781,69000,14.3,0.0006,0.1,bf16,,,3.7046,3.6956,40.27,,2.617173005,1.078426995
cerebras_0.111B,0.111,1003,0.668329,70000,14.3,0.0006,0.1,bf16,,,3.7001,3.6837,39.79,,2.616466314,1.067233686
cerebras_0.111B,0.111,1018,0.677876,71000,14.3,0.0006,0.1,bf16,,,3.7031,3.6756,39.47,,2.615723021,1.059876979
cerebras_0.111B,0.111,1032,0.687424,72000,14.3,0.0006,0.1,bf16,,,3.6717,3.6601,38.87,,2.615041819,1.045058181
cerebras_0.111B,0.111,1047,0.696971,73000,14.3,0.0006,0.1,bf16,,,3.6815,3.6633,38.99,,2.614324962,1.048975038
cerebras_0.111B,0.111,1061,0.706519,74000,14.3,0.0006,0.1,bf16,,,3.6776,3.653,38.59,,2.613667657,1.039332343
cerebras_0.111B,0.111,1075,0.716066,75000,14.3,0.0006,0.1,bf16,,,3.6784,3.6523,38.56,,2.613021359,1.039278641
cerebras_0.111B,0.111,1090,0.725614,76000,14.3,0.0006,0.1,bf16,,,3.671,3.6565,38.72,,2.612340744,1.044159256
cerebras_0.111B,0.111,1104,0.735162,77000,14.3,0.0006,0.1,bf16,,,3.6637,3.6394,38.07,,2.611716233,1.027683767
cerebras_0.111B,0.111,1118,0.744709,78000,14.3,0.0006,0.1,bf16,,,3.6662,3.6433,38.22,,2.611101776,1.032198224
cerebras_0.111B,0.111,1133,0.754257,79000,14.3,0.0006,0.1,bf16,,,3.6884,3.6521,38.56,,2.610454264,1.041645736
cerebras_0.111B,0.111,1147,0.763804,80000,14.3,0.0006,0.1,bf16,,,3.636,3.6144,37.13,,2.609859742,1.004540258
cerebras_0.111B,0.111,1161,0.773352,81000,14.3,0.0006,0.1,bf16,,,3.6369,3.6255,37.54,,2.609274436,1.016225564
cerebras_0.111B,0.111,1176,0.782899,82000,14.3,0.0006,0.1,bf16,,,3.6058,3.6066,36.84,,2.608657263,0.997942737
cerebras_0.111B,0.111,1190,0.792447,83000,14.3,0.0006,0.1,bf16,,,3.6328,3.6165,37.21,,2.608090258,1.008409742
cerebras_0.111B,0.111,1204,0.801994,84000,14.3,0.0006,0.1,bf16,,,3.6355,3.6178,37.26,,2.607531726,1.010268274
cerebras_0.111B,0.111,1219,0.811542,85000,14.3,0.0006,0.1,bf16,,,3.6512,3.6195,37.32,,2.60694245,1.01255755
cerebras_0.111B,0.111,1233,0.82109,86000,14.3,0.0006,0.1,bf16,,,3.615,3.6,36.6,,2.606400772,0.9935992277
cerebras_0.111B,0.111,1247,0.830637,87000,14.3,0.0006,0.1,bf16,,,3.6297,3.6177,37.25,,2.60586691,1.01183309
cerebras_0.111B,0.111,1262,0.840185,88000,14.3,0.0006,0.1,bf16,,,3.659,3.6181,37.27,,2.605303361,1.012796639
cerebras_0.111B,0.111,1276,0.849732,89000,14.3,0.0006,0.1,bf16,,,3.6141,3.5926,36.33,,2.604785063,0.9878149373
cerebras_0.111B,0.111,1290,0.85928,90000,14.3,0.0006,0.1,bf16,,,3.605,3.5969,36.48,,2.604273992,0.9926260077
cerebras_0.111B,0.111,1305,0.868827,91000,14.3,0.0006,0.1,bf16,,,3.6102,3.611,37,,2.603734236,1.007265764
cerebras_0.111B,0.111,1319,0.878375,92000,14.3,0.0006,0.1,bf16,,,3.6018,3.5849,36.05,,2.603237579,0.981662421
cerebras_0.111B,0.111,1333,0.887922,93000,14.3,0.0006,0.1,bf16,,,3.6246,3.6034,36.72,,2.602747624,1.000652376
cerebras_0.111B,0.111,1348,0.89747,94000,14.3,0.0006,0.1,bf16,,,3.5887,3.5631,35.27,,2.602229927,0.9608700727
cerebras_0.111B,0.111,1362,0.907017,95000,14.3,0.0006,0.1,bf16,,,3.6117,3.5785,35.82,,2.601753353,0.9767466471
cerebras_0.111B,0.111,1376,0.916565,96000,14.3,0.0006,0.1,bf16,,,3.5834,3.5532,34.92,,2.601283007,0.9519169926
cerebras_0.111B,0.111,1391,0.926113,97000,14.3,0.0006,0.1,bf16,,,3.5938,3.58,35.87,,2.600785815,0.9792141852
cerebras_0.111B,0.111,1405,0.93566,98000,14.3,0.0006,0.1,bf16,,,3.5691,3.5553,35,,2.600327921,0.9549720794
cerebras_0.111B,0.111,1419,0.945208,99000,14.3,0.0006,0.1,bf16,,,3.6018,3.5734,35.64,,2.599875829,0.9735241709
cerebras_0.111B,0.111,1434,0.954755,100000,14.3,0.0006,0.1,bf16,,,3.5827,3.5537,34.94,,2.599397737,0.9543022627
cerebras_0.111B,0.111,1448,0.964303,101000,14.3,0.0006,0.1,bf16,,,3.5865,3.5694,35.49,,2.598957258,0.9704427422
cerebras_0.111B,0.111,1462,0.97385,102000,14.3,0.0006,0.1,bf16,,,3.5813,3.5651,35.34,,2.598522195,0.9665778045
cerebras_0.111B,0.111,1477,0.983398,103000,14.3,0.0006,0.1,bf16,,,3.5645,3.5457,34.66,,2.598061935,0.9476380646
cerebras_0.111B,0.111,1491,0.992945,104000,14.3,0.0006,0.1,bf16,,,3.5491,3.5496,34.8,,2.597637725,0.9519622752
cerebras_0.111B,0.111,1505,1.002493,105000,14.3,0.0006,0.1,bf16,,,3.5288,3.5322,34.2,,2.597218582,0.9349814182
cerebras_0.111B,0.111,1520,1.012041,106000,14.3,0.0006,0.1,bf16,,,3.5799,3.5472,34.72,,2.596775002,0.9504249977
cerebras_0.111B,0.111,1534,1.021588,107000,14.3,0.0006,0.1,bf16,,,3.5534,3.553,34.92,,2.59636602,0.9566339797
cerebras_0.111B,0.111,1548,1.031136,108000,14.3,0.0006,0.1,bf16,,,3.5434,3.5352,34.3,,2.595961788,0.9392382122
cerebras_0.111B,0.111,1563,1.040683,109000,14.3,0.0006,0.1,bf16,,,3.5318,3.5175,33.7,,2.595533842,0.9219661584
cerebras_0.111B,0.111,1577,1.050231,110000,14.3,0.0006,0.1,bf16,,,3.5557,3.5153,33.62,,2.595139141,0.9201608591
cerebras_0.111B,0.111,1591,1.059778,111000,14.3,0.0006,0.1,bf16,,,3.5206,3.5106,33.47,,2.5947489,0.9158511003
cerebras_0.111B,0.111,1606,1.069326,112000,14.3,0.0006,0.1,bf16,,,3.5421,3.5216,33.84,,2.594335632,0.9272643683
cerebras_0.111B,0.111,1620,1.078873,113000,14.3,0.0006,0.1,bf16,,,3.529,3.521,33.82,,2.593954348,0.9270456524
cerebras_0.111B,0.111,1634,1.088421,114000,14.3,0.0006,0.1,bf16,,,3.5432,3.5206,33.81,,2.593577258,0.9270227423
cerebras_0.111B,0.111,1649,1.097969,115000,14.3,0.0006,0.1,bf16,,,3.541,3.5229,33.88,,2.593177794,0.9297222055
cerebras_0.111B,0.111,1663,1.107516,116000,14.3,0.0006,0.1,bf16,,,3.5284,3.5229,33.88,,2.592809136,0.9300908643
cerebras_0.111B,0.111,1677,1.117064,117000,14.3,0.0006,0.1,bf16,,,3.5524,3.524,33.92,,2.592444428,0.9315555721
cerebras_0.111B,0.111,1692,1.126611,118000,14.3,0.0006,0.1,bf16,,,3.5357,3.5111,33.49,,2.592057969,0.9190420311
cerebras_0.111B,0.111,1706,1.136159,119000,14.3,0.0006,0.1,bf16,,,3.5439,3.5154,33.63,,2.591701209,0.9236987905
cerebras_0.111B,0.111,1720,1.145706,120000,14.3,0.0006,0.1,bf16,,,3.5227,3.4917,32.84,,2.591348178,0.9003518224
cerebras_0.111B,0.111,1735,1.155254,121000,14.3,0.0006,0.1,bf16,,,3.5341,3.5025,33.2,,2.590973987,0.9115260125
cerebras_0.111B,0.111,1749,1.164801,122000,14.3,0.0006,0.1,bf16,,,3.5121,3.502,33.18,,2.59062846,0.9113715399
cerebras_0.111B,0.111,1763,1.174349,123000,14.3,0.0006,0.1,bf16,,,3.5081,3.4839,32.59,,2.590286455,0.8936135454
cerebras_0.111B,0.111,1778,1.183897,124000,14.3,0.0006,0.1,bf16,,,3.5094,3.5044,33.26,,2.589923856,0.9144761437
cerebras_0.111B,0.111,1792,1.193444,125000,14.3,0.0006,0.1,bf16,,,3.5175,3.487,32.69,,2.589588946,0.8974110538
cerebras_0.111B,0.111,1806,1.202992,126000,14.3,0.0006,0.1,bf16,,,3.5222,3.4845,32.6,,2.589257368,0.8952426318
cerebras_0.111B,0.111,1821,1.212539,127000,14.3,0.0006,0.1,bf16,,,3.5251,3.493,32.88,,2.588905737,0.9040942628
cerebras_0.111B,0.111,1835,1.222087,128000,14.3,0.0006,0.1,bf16,,,3.5148,3.4765,32.35,,2.588580877,0.8879191233
cerebras_0.111B,0.111,1849,1.231634,129000,14.3,0.0006,0.1,bf16,,,3.5134,3.4894,32.77,,2.588259173,0.9011408269
cerebras_0.111B,0.111,1864,1.241182,130000,14.3,0.0006,0.1,bf16,,,3.5107,3.4875,32.7,,2.587917932,0.8995820679
cerebras_0.111B,0.111,1878,1.250729,131000,14.3,0.0006,0.1,bf16,,,3.5112,3.4917,32.84,,2.587602597,0.9040974035
cerebras_0.111B,0.111,1892,1.260277,132000,14.3,0.0006,0.1,bf16,,,3.4913,3.4726,32.22,,2.587290255,0.8853097446
cerebras_0.111B,0.111,1907,1.269824,133000,14.3,0.0006,0.1,bf16,,,3.4968,3.4755,32.31,,2.58695887,0.8885411301
cerebras_0.111B,0.111,1921,1.279372,134000,14.3,0.0006,0.1,bf16,,,3.4833,3.4517,31.55,,2.586652573,0.8650474272
cerebras_0.111B,0.111,1935,1.28892,135000,14.3,0.0006,0.1,bf16,,,3.4746,3.4589,31.78,,2.58634912,0.8725508805
cerebras_0.111B,0.111,1950,1.298467,136000,14.3,0.0006,0.1,bf16,,,3.4911,3.4629,31.91,,2.586027094,0.8768729063
cerebras_0.111B,0.111,1964,1.308015,137000,14.3,0.0006,0.1,bf16,,,3.4491,3.4425,31.27,,2.585729384,0.8567706162
cerebras_0.111B,0.111,1978,1.317562,138000,14.3,0.0006,0.1,bf16,,,3.521,3.4873,32.7,,2.585434378,0.9018656223
cerebras_0.111B,0.111,1993,1.32711,139000,14.3,0.0006,0.1,bf16,,,3.496,3.4783,32.4,,2.585121251,0.8931787492
cerebras_0.111B,0.111,2007,1.336657,140000,14.3,0.0006,0.1,bf16,,,3.4894,3.471,32.17,,2.584831708,0.8861682916
cerebras_0.111B,0.111,2021,1.346205,141000,14.3,0.0006,0.1,bf16,,,3.4537,3.4516,31.55,,2.584544739,0.8670552605
cerebras_0.111B,0.111,2036,1.355752,142000,14.3,0.0006,0.1,bf16,,,3.4709,3.4533,31.6,,2.584240083,0.8690599173
cerebras_0.111B,0.111,2050,1.3653,143000,14.3,0.0006,0.1,bf16,,,3.4398,3.4291,30.85,,2.583958317,0.845141683
cerebras_0.111B,0.111,2050,1.3653,144000,14.3,0.0006,0.1,bf16,,,3.4578,3.449,31.47,,2.583958317,0.865041683
cerebras_0.111B,0.111,2050,1.3653,145000,14.3,0.0006,0.1,bf16,,,3.4769,3.4599,31.81,,2.583958317,0.875941683
cerebras_0.111B,0.111,2050,1.3653,146000,14.3,0.0006,0.1,bf16,,,3.4875,3.4553,31.67,,2.583958317,0.871341683
cerebras_0.111B,0.111,2050,1.3653,147000,14.3,0.0006,0.1,bf16,,,3.4626,3.4559,31.69,,2.583958317,0.871941683
cerebras_0.256B,0.256,14,0.02202,1000,14.3,0.0006,0.1,bf16,,,6.3497,6.3352,564.1,,2.844938416,3.490261584
cerebras_0.256B,0.256,29,0.044039,2000,14.3,0.0006,0.1,bf16,,,5.5949,5.5767,264.19,,2.735671655,2.841028345
cerebras_0.256B,0.256,43,0.066059,3000,14.3,0.0006,0.1,bf16,,,5.2766,5.2522,190.99,,2.685219976,2.566980024
cerebras_0.256B,0.256,57,0.088078,4000,14.3,0.0006,0.1,bf16,,,5.0095,4.9889,146.78,,2.652385618,2.336514382
cerebras_0.256B,0.256,72,0.110098,5000,14.3,0.0006,0.1,bf16,,,4.8745,4.8609,129.14,,2.627066614,2.233833386
cerebras_0.256B,0.256,86,0.132117,6000,14.3,0.0006,0.1,bf16,,,4.7385,4.7174,111.88,,2.608888093,2.108511907
cerebras_0.256B,0.256,100,0.154137,7000,14.3,0.0006,0.1,bf16,,,4.6473,4.6157,101.06,,2.594151159,2.021548841
cerebras_0.256B,0.256,115,0.176157,8000,14.3,0.0006,0.1,bf16,,,4.536,4.5286,92.63,,2.581039307,1.947560693
cerebras_0.256B,0.256,129,0.198176,9000,14.3,0.0006,0.1,bf16,,,4.4615,4.4388,84.67,,2.570639249,1.868160751
cerebras_0.256B,0.256,143,0.220196,10000,14.3,0.0006,0.1,bf16,,,4.383,4.3626,78.46,,2.561592009,1.801007991
cerebras_0.256B,0.256,158,0.242215,11000,14.3,0.0006,0.1,bf16,,,4.3593,4.3339,76.24,,2.553078028,1.780821972
cerebras_0.256B,0.256,172,0.264235,12000,14.3,0.0006,0.1,bf16,,,4.2986,4.2775,72.06,,2.546016528,1.731483472
cerebras_0.256B,0.256,186,0.286255,13000,14.3,0.0006,0.1,bf16,,,4.2408,4.2283,68.6,,2.539654851,1.688645149
cerebras_0.256B,0.256,201,0.308274,14000,14.3,0.0006,0.1,bf16,,,4.2236,4.209,67.29,,2.533485585,1.675514415
cerebras_0.256B,0.256,215,0.330294,15000,14.3,0.0006,0.1,bf16,,,4.1957,4.1641,64.33,,2.528237191,1.635862809
cerebras_0.256B,0.256,229,0.352313,16000,14.3,0.0006,0.1,bf16,,,4.1811,4.1461,63.19,,2.523408939,1.622691061
cerebras_0.256B,0.256,244,0.374333,17000,14.3,0.0006,0.1,bf16,,,4.0915,4.0865,59.53,,2.518638187,1.567861813
cerebras_0.256B,0.256,258,0.396352,18000,14.3,0.0006,0.1,bf16,,,4.0767,4.0612,58.04,,2.514512463,1.546687537
cerebras_0.256B,0.256,272,0.418372,19000,14.3,0.0006,0.1,bf16,,,4.0543,4.0367,56.64,,2.510663766,1.526036234
cerebras_0.256B,0.256,287,0.440392,20000,14.3,0.0006,0.1,bf16,,,4.0123,4.0105,55.18,,2.506811906,1.503688094
cerebras_0.256B,0.256,301,0.462411,21000,14.3,0.0006,0.1,bf16,,,4.0315,3.9922,54.17,,2.503442435,1.488757565
cerebras_0.256B,0.256,315,0.484431,22000,14.3,0.0006,0.1,bf16,,,4.0136,3.9872,53.91,,2.500267805,1.486932195
cerebras_0.256B,0.256,330,0.50645,23000,14.3,0.0006,0.1,bf16,,,3.9656,3.9532,52.1,,2.497060865,1.456139135
cerebras_0.256B,0.256,344,0.52847,24000,14.3,0.0006,0.1,bf16,,,3.9619,3.9191,50.36,,2.494231698,1.424868302
cerebras_0.256B,0.256,358,0.55049,25000,14.3,0.0006,0.1,bf16,,,3.9429,3.9095,49.87,,2.491546187,1.417953813
cerebras_0.256B,0.256,373,0.572509,26000,14.3,0.0006,0.1,bf16,,,3.9149,3.8888,48.85,,2.488814101,1.399985899
cerebras_0.256B,0.256,387,0.594529,27000,14.3,0.0006,0.1,bf16,,,3.9068,3.8797,48.41,,2.486388113,1.393311887
cerebras_0.256B,0.256,401,0.616548,28000,14.3,0.0006,0.1,bf16,,,3.8598,3.8418,46.61,,2.484071926,1.357728074
cerebras_0.256B,0.256,416,0.638568,29000,14.3,0.0006,0.1,bf16,,,3.8838,3.8636,47.64,,2.481702449,1.381897551
cerebras_0.256B,0.256,430,0.660587,30000,14.3,0.0006,0.1,bf16,,,3.8568,3.8376,46.42,,2.479587558,1.358012442
cerebras_0.256B,0.256,444,0.682607,31000,14.3,0.0006,0.1,bf16,,,3.8072,3.7951,44.48,,2.47755901,1.31754099
cerebras_0.256B,0.256,459,0.704627,32000,14.3,0.0006,0.1,bf16,,,3.7798,3.7779,43.73,,2.475474476,1.302425524
cerebras_0.256B,0.256,473,0.726646,33000,14.3,0.0006,0.1,bf16,,,3.791,3.7783,43.74,,2.473606099,1.304693901
cerebras_0.256B,0.256,487,0.748666,34000,14.3,0.0006,0.1,bf16,,,3.7655,3.7533,42.66,,2.471807193,1.281492807
cerebras_0.256B,0.256,502,0.770685,35000,14.3,0.0006,0.1,bf16,,,3.7754,3.7502,42.53,,2.469951812,1.280248188
cerebras_0.256B,0.256,516,0.792705,36000,14.3,0.0006,0.1,bf16,,,3.7725,3.751,42.56,,2.468283041,1.282716959
cerebras_0.256B,0.256,530,0.814724,37000,14.3,0.0006,0.1,bf16,,,3.766,3.7451,42.31,,2.466671235,1.278428765
cerebras_0.256B,0.256,545,0.836744,38000,14.3,0.0006,0.1,bf16,,,3.7355,3.7255,41.49,,2.465003687,1.260496313
cerebras_0.256B,0.256,559,0.858764,39000,14.3,0.0006,0.1,bf16,,,3.7237,3.7042,40.62,,2.463499466,1.240700534
cerebras_0.256B,0.256,573,0.880783,40000,14.3,0.0006,0.1,bf16,,,3.7353,3.6973,40.34,,2.462042704,1.235257296
cerebras_0.256B,0.256,588,0.902803,41000,14.3,0.0006,0.1,bf16,,,3.7253,3.6983,40.38,,2.460531601,1.237768399
cerebras_0.256B,0.256,602,0.924822,42000,14.3,0.0006,0.1,bf16,,,3.7046,3.6804,39.66,,2.459165095,1.221234905
cerebras_0.256B,0.256,616,0.946842,43000,14.3,0.0006,0.1,bf16,,,3.7031,3.6897,40.03,,2.45783867,1.23186133
cerebras_0.256B,0.256,631,0.968862,44000,14.3,0.0006,0.1,bf16,,,3.6826,3.6772,39.54,,2.456459654,1.220740346
cerebras_0.256B,0.256,645,0.990881,45000,14.3,0.0006,0.1,bf16,,,3.6915,3.6611,38.9,,2.455209906,1.205890094
cerebras_0.256B,0.256,659,1.012901,46000,14.3,0.0006,0.1,bf16,,,3.6868,3.6571,38.75,,2.453994402,1.203105598
cerebras_0.256B,0.256,674,1.03492,47000,14.3,0.0006,0.1,bf16,,,3.6388,3.622,37.41,,2.452728222,1.169271778
cerebras_0.256B,0.256,688,1.05694,48000,14.3,0.0006,0.1,bf16,,,3.6783,3.6474,38.38,,2.451578574,1.195821426
