scenario,N_B,lambda_p,strategy,delta_loss,improvement,identified,evidence_note
S3_floor_0.25,7,0.264993544358,P0_reference,0,-0,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
S3_floor_0.25,7,0.264993544358,P1_observed_support,-0.131782136076,0.131782136076,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
S3_floor_0.25,7,0.264993544358,P2_continuous_support,-0.147227210257,0.147227210257,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
S3_floor_0.25,7,0.264993544358,P3_loose_simplex,-0.236648455333,0.236648455333,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
S3_floor_0.25,40,0.25,P0_reference,0,-0,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
S3_floor_0.25,40,0.25,P1_observed_support,-0.124325798573,0.124325798573,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
S3_floor_0.25,40,0.25,P2_continuous_support,-0.138896978239,0.138896978239,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
S3_floor_0.25,40,0.25,P3_loose_simplex,-0.223258698534,0.223258698534,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
S3_floor_0.25,100,0.25,P0_reference,0,-0,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
S3_floor_0.25,100,0.25,P1_observed_support,-0.124325798573,0.124325798573,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
S3_floor_0.25,100,0.25,P2_continuous_support,-0.138896978239,0.138896978239,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
S3_floor_0.25,100,0.25,P3_loose_simplex,-0.223258698534,0.223258698534,False,Scenario normalized at 1M; exploratory V1 centered slopes are not a fitted lambda(N) law
