draw,G,kappa,eta_N,eta_D
64,0.352962823541,1.00846284017,0.168531061383,0.038544822018
65,0.356208218248,0.985674112045,0.167644776998,0.044216570765
66,0.363224403939,0.994969868144,0.182334485128,0.0402714735133
67,0.360372454485,1.00432426745,0.17242350517,0.0365042837278
68,0.361300207485,0.965247086665,0.147248272122,0.0368099980909
69,0.352245286368,0.970791096258,0.162508515542,0.036153644007
70,0.356854993959,0.955702325952,0.155136665403,0.0435874234111
71,0.35738146512,1.00639791615,0.173414107135,0.0472129815656
72,0.352595803664,0.996273231353,0.163684263505,0.0317558449649
73,0.355428446115,0.97900469377,0.162581243595,0.0395491050789
74,0.363108375316,0.966141904763,0.154505022011,0.0490883666424
75,0.358350556032,1.00043505218,0.167460386385,0.047014779561
76,0.36080921271,0.991395329688,0.168514256806,0.0477693324114
77,0.356161586465,1.0074468403,0.160280813571,0.0351522601309
78,0.362015782597,0.976260959122,0.153906714044,0.0387708790959
79,0.358847597031,1.00258269388,0.163414734055,0.0429618746606
80,0.361246931153,0.971180674861,0.153314826291,0.0372953401046
81,0.360601525366,0.985226549253,0.206468024004,0.0410617428318
82,0.353389805149,1.00584163889,0.169978095838,0.0404566871452
83,0.359155737727,1.00418108697,0.158003391146,0.0489732663591
84,0.359123539963,1.01594460585,0.157246212477,0.027501559947
85,0.354720536545,1.00949886305,0.182362690825,0.0310260549345
86,0.349196512167,0.989118598392,0.164123709741,0.0380353547207
87,0.356822918618,1.00339123418,0.161006288343,0.0351614578125
88,0.350796673968,0.99309134753,0.171049842716,0.0417370077663
89,0.350489021557,0.974530239525,0.162309923608,0.036771214155
90,0.351181383158,0.97223726474,0.169476676128,0.0400104507138
91,0.352982279825,0.978393656028,0.15862570999,0.0365622331161
92,0.356407275321,0.999208987853,0.15676150643,0.0344943021381
93,0.36054612509,0.987663134595,0.155255972574,0.0455293337853
94,0.358681466076,1.02062139732,0.162092126678,0.0427651315577
95,0.362182845358,0.94979198156,0.143860737669,0.0398774216759
96,0.357640036935,0.965279895437,0.156264374057,0.0438541589303
97,0.359975451493,0.966044207658,0.154520206904,0.0484101444918
98,0.363731040048,0.950587852956,0.143940702465,0.0439970213947
99,0.355473583883,0.9600661461,0.157237864978,0.041461641133
100,0.364109022153,1.0345634348,0.175901005517,0.0446078881156
101,0.35491659623,1.01351325833,0.169055504143,0.0381839297289
102,0.359210257383,1.02717412316,0.167724584046,0.040866788012
103,0.361088274648,0.993765668212,0.153319506458,0.0357362681655
104,0.354199835664,0.962189355728,0.154565291649,0.0386625050446
105,0.352007825038,0.965822999586,0.159888431508,0.0411139339817
106,0.356266717837,0.974704221511,0.15653711671,0.0389916559145
107,0.344581839438,1.00205452595,0.172900420352,0.0268570839647
108,0.363304471312,1.00044786117,0.149663098993,0.0328659266899
109,0.353495254397,0.9876097234,0.156015389958,0.0234191511559
110,0.354234543239,0.990706799994,0.161126259457,0.0277095186373
111,0.360467547084,1.02291937557,0.196299058887,0.0178868941151
112,0.357872780837,0.976207019561,0.152701089278,0.0386652409475
113,0.352933632546,1.03132085196,0.170628052044,0.0329343173285
114,0.357201950686,0.965115941742,0.177803213356,0.0495577894797
115,0.359250316824,1.01029936385,0.162291069395,0.042673845494
116,0.363693930146,0.99457783963,0.154852730225,0.0439548461558
117,0.364428942913,0.977357622193,0.1822556508,0.0475897895112
118,0.361679377987,1.02655554625,0.180045769028,0.0445357116296
119,0.354701740898,0.997319368042,0.169681894676,0.044529270739
120,0.357157164537,1.0066208427,0.16459516441,0.0293630820248
121,0.356151026004,1.00899441862,0.160640702613,0.0301222852609
122,0.361866332794,1.00572711209,0.157405239186,0.0414887454423
123,0.362346070416,1.02250092889,0.161955054763,0.0461977816857
124,0.362425833423,0.996824927132,0.155312982364,0.0421817737489
125,0.348127257426,1.02818413334,0.167154656335,0.0291442088924
126,0.354734237075,1.00957845066,0.168868305717,0.0372898046713
127,0.359936248183,1.00419293265,0.158559586745,0.0326039100109
128,0.355845082417,1.01753028815,0.157651428894,0.0211045785699
129,0.362536690488,0.974907904354,0.191147413955,0.0433934882935
130,0.356045421251,0.989986371237,0.162166349073,0.0418827847598
131,0.363088631214,1.01359467189,0.158642157458,0.0513506819569
132,0.356938000956,0.986061903783,0.156364706764,0.0352876676466
133,0.358108512645,0.959785089608,0.1557875128,0.0465858218759
134,0.356488935021,0.979596928196,0.15893910098,0.0380639748326
135,0.356727213406,0.992385808435,0.170945724356,0.0435366456253
136,0.360895779703,0.950725660269,0.192581517322,0.0434259054938
137,0.355401258058,0.973220542193,0.170243629169,0.0422627871036
138,0.360669836235,0.995539640603,0.155191082237,0.0377298430546
139,0.35959278857,0.986160556821,0.176376022866,0.0529216716802
140,0.366218864208,0.940859425431,0.139732548907,0.0458350867473
141,0.35121879492,0.987078763477,0.160985902767,0.026607784155
142,0.363980340107,1.00238299842,0.153192869159,0.0464483561462
143,0.354853561117,1.01423121406,0.161992831393,0.0295688820347
144,0.356814006458,0.9835669282,0.169099114366,0.0460786480963
145,0.363864375219,0.973283441176,0.145330851098,0.0389268858896
146,0.354176028735,1.02600150643,0.162373740799,0.0298115672895
147,0.35797101305,0.995555436261,0.161043901404,0.0439783131626
148,0.358675910372,0.998613163221,0.153875524947,0.0314223879982
149,0.36285629798,0.96173897285,0.155582838435,0.0532232039315
150,0.34659119342,1.00364152121,0.167494890918,0.0315449787856
151,0.365378493633,0.957670969233,0.143379320329,0.0449412186159
152,0.360983412508,0.930961421107,0.173663578288,0.0511076421068
153,0.356868610121,0.980115918069,0.180920901448,0.0461260270745
154,0.360564644786,1.00913421545,0.165506750581,0.0455899578343
155,0.359534150864,1.01051666873,0.181482660792,0.0381676454925
156,0.355442659935,0.992597830087,0.161056711098,0.0260724601388
157,0.359914420654,0.992029217736,0.164804017571,0.0484796980854
158,0.355525456287,0.969106042644,0.157110007575,0.0427011625246
159,0.357891137788,1.01073287243,0.163638749279,0.0391023421009
160,0.356874950018,1.00766528166,0.163370845896,0.0503354091361
161,0.357554578735,1.02201987265,0.15971604464,0.0395948080271
162,0.35742703193,0.949200807299,0.155396660635,0.052447843122
163,0.350476628349,0.989482946207,0.164687933991,0.0321146649736
164,0.360239192821,0.9516532794,0.18481074388,0.0408268493623
165,0.35739827056,0.998729122974,0.161564791104,0.0442832421246
166,0.366152090079,1.00283267908,0.150116496159,0.0381931338013
167,0.347151458108,1.01424859933,0.170555845257,0.0237206346051
168,0.360123907237,0.989135441347,0.156316222432,0.0428979821539
169,0.353490935674,1.00675463767,0.160046355481,0.0409806303091
170,0.365250517937,0.99531888749,0.184576839293,0.0525105916247
171,0.35630232877,0.975513516483,0.156529275409,0.031399854432
172,0.364177702195,1.0015575669,0.152937245218,0.0406604291028
173,0.351980260962,1.00454891015,0.16790427709,0.035576224949
174,0.361291356488,0.973351858143,0.148378405803,0.0364570027042
175,0.354104362801,1.0109694439,0.170676977793,0.0316948900295
176,0.357854919433,1.01957824442,0.158719884767,0.0354981028565
177,0.364975050607,0.991245431733,0.190776044374,0.0526946171787
178,0.355282002606,1.01534886006,0.162403539966,0.0344849341793
179,0.358859463421,0.9416699357,0.159903403187,0.0540256052716
180,0.354910257951,1.01911996402,0.165780084961,0.0338767530781
181,0.355052445734,0.986624690127,0.158688611661,0.0386135390587
182,0.353948316229,1.00037915487,0.161229144884,0.0356298877196
183,0.3651237914,0.993150136045,0.159720007362,0.0499401073041
184,0.361872992035,0.991790854999,0.164495418801,0.045027188929
185,0.368751890476,0.992475022102,0.149118809529,0.0450299399772
186,0.35824079112,1.00032070949,0.161549776609,0.0352408285535
187,0.356359506017,0.997138965784,0.166156845769,0.0370127351612
188,0.358560000529,1.02867466983,0.162108417958,0.038280723645
189,0.357891137788,1.01073287243,0.163638749279,0.0391023420978
190,0.371358339254,0.956352459106,0.134255878208,0.0400192107812
191,0.353765716108,1.00229426577,0.164886011196,0.0344485171564
192,0.35693874618,1.03809846635,0.176487985222,0.0384317903227
193,0.365017666433,0.980299457601,0.149129098422,0.0455152250082
194,0.354453725246,1.00435561677,0.162067993816,0.0348804352168
195,0.355728367711,1.00022174605,0.178122664963,0.0431367756906
196,0.355720684386,0.97603754268,0.160260529207,0.0437994345586
197,0.357188873441,0.973109393099,0.164833195962,0.0441140458598
198,0.358415312428,1.03697567938,0.164656616588,0.0285901289689
199,0.360907287794,1.01657677644,0.162705712006,0.0377652486957
200,0.354880542899,0.986335965011,0.165055150725,0.0371753032097
201,0.352967774047,0.990657669729,0.16073288701,0.0295237646803
202,0.362316330295,0.998062460868,0.159069911312,0.0463652223341
203,0.350197170363,0.990084774324,0.16361913292,0.0328739599465
204,0.361890811616,0.970703440201,0.151698226718,0.0448904574277
205,0.358415645633,0.972948759517,0.163897491065,0.048351278863
206,0.355610220548,0.966312730722,0.161423409932,0.047646599859
207,0.364960575198,1.00081222397,0.159688753153,0.0420744796889
208,0.355464385713,0.979984095343,0.157007760882,0.0385197999902
209,0.362096770674,0.952615454448,0.147703321687,0.0434863068288
210,0.355041287168,1.0514104581,0.179429961223,0.0210387298811
211,0.363034926717,0.981820558947,0.163940385742,0.0524634980352
212,0.35288002394,0.975419365561,0.161714909949,0.0337191846484
213,0.358915971233,1.00646247772,0.162537742534,0.0445255215751
214,0.356292048748,0.984869614582,0.15485332817,0.0390495849418
215,0.361203232571,0.990545546657,0.176566447799,0.0495367834434
216,0.3538342915,0.976920477923,0.160831002054,0.0447484828035
217,0.356154203595,0.954211036912,0.153348017656,0.0406793588324
218,0.356849466536,0.959564111046,0.1568748253,0.0431710327786
219,0.358548279113,1.00610783662,0.159448443913,0.0354333708024
220,0.356768875377,0.994726181373,0.156403267627,0.0320513756199
221,0.353137054281,0.97069644851,0.159364807187,0.033353497022
222,0.35458423006,1.00394139698,0.163827830827,0.0327464559268
223,0.364293075742,1.02522011224,0.171383391912,0.0398611407434
224,0.362104095779,1.00136445679,0.206350968064,0.0324901247265
225,0.363404854683,0.956474472757,0.188501170697,0.0569468607003
226,0.361010893764,1.00341196165,0.158280573658,0.0367133307909
227,0.3556925733,0.999972289076,0.162208197164,0.0329168195651
228,0.357142863811,1.01603487034,0.163761077882,0.0363001045717
229,0.362841722888,0.976101434189,0.188328305887,0.045925028912
230,0.359176389227,1.02542990699,0.164553943305,0.0418771228481
231,0.354215703426,0.987366643441,0.158470348633,0.0317056529625
232,0.360343779925,0.921270817953,0.185612276378,0.0541510765051
233,0.364151316529,0.982618878481,0.1482491666,0.0421502698984
234,0.364189303144,0.996252048347,0.15164970953,0.0381640587554
235,0.357990306109,0.999560530519,0.166341670693,0.0470417517242
236,0.360343484189,0.997506978464,0.161048606175,0.0409207001887
237,0.36425518658,1.00618951811,0.158252959094,0.0444502389566
238,0.364455705351,1.01080592455,0.154115848011,0.0438540208689
239,0.354159376142,0.98074295564,0.161012910959,0.0371694903733
240,0.362188675632,0.978416824017,0.165751866415,0.0452048807168
241,0.358810029627,0.979454296278,0.155178477881,0.0391728350809
242,0.357729417095,1.00706007652,0.163400606101,0.0404558339938
243,0.351435941992,1.0205958292,0.175796991487,0.0349244182466
244,0.356918010119,0.968058400904,0.157002275973,0.0444929171275
245,0.352004248304,1.00137252509,0.162564775222,0.0287030832753
246,0.358576928301,1.02815039275,0.176601253193,0.033350076382
247,0.362231253052,0.97833048234,0.158423058541,0.0490209684876
248,0.364435527405,1.02997972297,0.205737927141,0.0274216329932
249,0.352893146875,0.983073654027,0.159220797542,0.0300731069268
250,0.357658840046,1.02854654797,0.180220292962,0.0269395005055
251,0.355907433455,0.967322732931,0.173093998784,0.0438739390455
252,0.355383475853,1.00085994525,0.166521254654,0.0379609767542
253,0.350330524442,0.976217956633,0.158663218333,0.0319703336315
254,0.354175439283,1.00925128414,0.181626667631,0.0428761651681
255,0.362005379166,1.00805571147,0.173562714863,0.0402361128664
256,0.361430440874,0.993920930107,0.162352734179,0.0365693522685
257,0.360754345141,1.00259742248,0.164284133728,0.0516971852904
258,0.351790937172,1.00087810536,0.160452994989,0.0219075801529
259,0.352866729013,1.00526138059,0.161558824496,0.0180595054504
260,0.356845996027,1.01022171368,0.16242429957,0.0383456279626
261,0.364141224315,0.971401115186,0.147156701459,0.0422899419766
262,0.356686158821,0.948361418245,0.161856095895,0.0463808222266
263,0.3635935802,1.00718240837,0.185977873058,0.0393863718462
264,0.356098173888,1.0124928685,0.163322417545,0.0391391830377
265,0.35654166718,1.02908546837,0.180065317233,0.0411419188263
266,0.355187266102,1.00868925577,0.162616772421,0.0283207090431
267,0.360981092081,0.990163443735,0.153322378945,0.0462822573457
268,0.358491008112,0.994992819715,0.162130652405,0.0335698933201
269,0.357033485233,0.985106099381,0.163174716248,0.0401277275036
270,0.359046507913,0.987715194922,0.151953470364,0.0307351231808
271,0.361544927255,0.991220252491,0.201253190074,0.0358625259487
272,0.360633825536,1.02766398272,0.183435657985,0.0369496143517
273,0.348595583951,0.984061483693,0.169622065385,0.0318738621142
274,0.361326564592,0.998344914908,0.151261120559,0.0289063051712
275,0.359410047944,1.01172525652,0.158050404838,0.0364580167138
276,0.355815527231,0.962801337905,0.155418931548,0.0422812026947
277,0.350612020665,0.991636997608,0.160085648793,0.0302793299497
278,0.361399314141,0.976367984043,0.156990216565,0.0467958017763
279,0.359530170644,1.01471047266,0.169927322283,0.0429332556481
280,0.362498882024,0.989448141459,0.166439585745,0.046921990522
281,0.368861945582,1.05355731007,0.178967018459,0.0412827673864
282,0.362440700043,1.01260757824,0.212177313503,0.0317400356222
283,0.358861803252,1.02479292678,0.165643244176,0.0334701816003
284,0.366680504367,1.01244350337,0.17581693851,0.0421920028437
285,0.364428980056,0.984691130576,0.157003661427,0.0518929048361
286,0.356846705071,0.986979165822,0.160273716171,0.0410364389943
287,0.36512590683,1.02307600821,0.159930756202,0.0452994921546
288,0.365514087435,1.03260630023,0.190778048477,0.0417748322172
289,0.35162538604,1.02482222216,0.169725880151,0.0235538619793
290,0.353427746576,0.997007299469,0.160984871889,0.0359878966438
291,0.358914063669,0.993530762538,0.161178605255,0.045587981728
292,0.366313536165,1.01064915678,0.184110136569,0.0491634792104
293,0.366372828095,0.993916954131,0.150154293429,0.0443058647806
294,0.356280760232,0.988425307798,0.166816995466,0.0488421486834
295,0.351465706704,1.00611093965,0.171103503111,0.036950913439
296,0.354266409414,0.971240210899,0.167447763978,0.0390204201548
297,0.354554040556,1.01630438598,0.163197842283,0.0205462558987
298,0.362447306084,0.981572124289,0.160014544868,0.0545566063141
299,0.358442860256,0.984068742767,0.159047661903,0.0343617291827
