folder,detailed_ability,weak_ability,task_count,family_count,coverage,eligible
AI-MO_NuminaMath-7B-CoT,0.3548876392876621,0.2515490301724138,40,6,1.0,True
AI-MO_NuminaMath-7B-TIR,0.3085581456846685,0.1968840655236507,40,6,1.0,True
AI-Sweden-Models_Llama-3-8B-instruct,0.32744603046495147,0.14770267688085187,40,6,1.0,True
AI-Sweden-Models_gpt-sw3-40b,0.1920020895208387,0.09693496245828699,40,6,1.0,True
AI4free_Dhanishtha,0.3651983700551621,0.14280913978494622,40,6,1.0,True
AI4free_t2,0.30238278573209,0.06431451612903226,40,6,1.0,True
AIDC-AI_Marco-o1,0.5747887931408859,0.4786962365591398,40,6,1.0,True
Aashraf995_Creative-7B-nerd,0.725315173140832,0.6567204301075269,40,6,1.0,True
Aashraf995_Gemma-Evo-10B,0.8006304103702178,0.7729904279357696,40,6,1.0,True
Aashraf995_Qwen-Evo-7B,0.7563284586395358,0.7129492839265852,40,6,1.0,True
Aashraf995_QwenStock-14B,0.8802868126805616,0.8716397849462365,40,6,1.0,True
AbacusResearch_Jallabi-34B,0.6832795724195135,0.4782043097608005,40,6,1.0,True
Ahdoot_StructuredThinker-v0.3-MoreStructure,0.5781964254179762,0.4520161290322581,40,6,1.0,True
Ahdoot_Test_StealthThinker,0.5179359177778531,0.38346774193548383,40,6,1.0,True
AicoresSecurity_Cybernet-Sec-3B-R1-V0,0.4254897908641909,0.3144489247311828,40,6,1.0,True
AicoresSecurity_Cybernet-Sec-3B-R1-V0-Coder,0.4486996915850077,0.31491935483870964,40,6,1.0,True
AicoresSecurity_Cybernet-Sec-3B-R1-V1,0.39777809607568215,0.2610414928624397,40,6,1.0,True
AicoresSecurity_Cybernet-Sec-3B-R1-V1.1,0.4633404005763449,0.3292338709677419,40,6,1.0,True
Alepach_notHumpback-M0,0.14937796290813762,0.0514072732641965,40,6,1.0,True
Alepach_notHumpback-M1,0.18474360766865805,0.07391763417686319,40,6,1.0,True
Alepach_notHumpback-M1-v2,0.15858601274028972,0.03669354838709678,40,6,1.0,True
Alibaba-NLP_gte-Qwen2-7B-instruct,0.3596925130867002,0.24905913978494623,40,6,1.0,True
Alsebay_Qwen2.5-7B-test-novelist,0.6504979346264368,0.5872171336206897,40,6,1.0,True
Amaorynho_BBAI2006,0.1441611487802369,0.03662634408602151,40,6,1.0,True
Amaorynho_BBAI270V4,0.19204894255898525,0.07862903225806452,40,6,1.0,True
Amaorynho_BBAIIFEV1,0.6706663726595488,0.5467069892473119,40,6,1.0,True
Amaorynho_BBAI_375,0.1441611487802369,0.03662634408602151,40,6,1.0,True
Amu_t1-1.5B,0.3100099744158681,0.2407123366240267,40,6,1.0,True
Amu_t1-3B,0.36068430741664287,0.17863033578976642,40,6,1.0,True
ArliAI_ArliAI-RPMax-12B-v1.1,0.46400675180284684,0.3470090164429094,40,6,1.0,True
ArliAI_Llama-3.1-8B-ArliAI-RPMax-v1.1,0.5367112372959124,0.4818435414349277,40,6,1.0,True
Arthur-LAGACHERIE_Precis-1B-Instruct,0.1826417639043756,0.08306408185245019,40,6,1.0,True
Artples_L-MChat-7b,0.45969793787040797,0.32799768840378196,40,6,1.0,True
Artples_L-MChat-Small,0.41301798797937395,0.2774193548387097,40,6,1.0,True
Aryanne_QwentileSwap,0.933746551642711,0.9262366170745273,40,6,1.0,True
Aryanne_SHBA,0.6563809945236974,0.5838803821375602,40,6,1.0,True
Aryanne_SuperHeart,0.6427790527008859,0.5316532258064516,40,6,1.0,True
AtAndDev_Qwen2.5-1.5B-continuous-learnt,0.3818979093532244,0.2900537634408602,40,6,1.0,True
Ateron_Glowing-Forest-12B,0.6309892120923715,0.49724625219309676,40,6,1.0,True
Ateron_Lotus-Magpic,0.59884414692786,0.5275421706427683,40,6,1.0,True
Ateron_Way_of_MagPicaro,0.6014372858239619,0.47206515885837375,40,6,1.0,True
AuraIndustries_Aura-4B,0.4270157535795621,0.3132859320444004,40,6,1.0,True
AuraIndustries_Aura-8B,0.6125922294891171,0.5309840795328142,40,6,1.0,True
AuraIndustries_Aura-MoE-2x4B,0.370545778709014,0.28324452377230014,40,6,1.0,True
AuraIndustries_Aura-MoE-2x4B-v2,0.37555720500321815,0.27786112269181995,40,6,1.0,True
Aurel9_testmerge-7b,0.5700261464452515,0.4416982776029191,40,6,1.0,True
Ayush-Singh_Llama1B-sft-2,0.14022829224983274,0.03992117430783801,40,6,1.0,True
Azure99_Blossom-V6-14B,0.4981374569757323,0.34694930130700774,40,6,1.0,True
Azure99_Blossom-V6-7B,0.5260778847252496,0.4090725806451613,40,6,1.0,True
Azure99_blossom-v5-32b,0.65593888481817,0.5273290253096392,40,6,1.0,True
Azure99_blossom-v5-llama3-8b,0.34981400708481064,0.26667390850945494,40,6,1.0,True
Azure99_blossom-v5.1-34b,0.7057767733712307,0.6426359719978461,40,6,1.0,True
Azure99_blossom-v5.1-9b,0.5913994736708217,0.5081315032918164,40,6,1.0,True
BAAI_Gemma2-9B-IT-Simpo-Infinity-Preference,0.5825482455544304,0.2968571850667408,40,6,1.0,True
BAAI_Infinity-Instruct-3M-0613-Llama3-70B,0.8394596975514439,0.7618279569892473,40,6,1.0,True
BAAI_Infinity-Instruct-3M-0613-Mistral-7B,0.5071376924537855,0.39900420379731444,40,6,1.0,True
BAAI_Infinity-Instruct-3M-0625-Llama3-70B,0.8498265487865938,0.754106085083468,40,6,1.0,True
BAAI_Infinity-Instruct-3M-0625-Llama3-8B,0.46524672885844265,0.38402666736188357,40,6,1.0,True
BAAI_Infinity-Instruct-3M-0625-Mistral-7B,0.5054621063638441,0.4072296633892262,40,6,1.0,True
BAAI_Infinity-Instruct-3M-0625-Qwen2-7B,0.5443999628075801,0.45767833567842686,40,6,1.0,True
BAAI_Infinity-Instruct-3M-0625-Yi-1.5-9B,0.6549024483062988,0.5891253591954023,40,6,1.0,True
BAAI_Infinity-Instruct-7M-0729-Llama3_1-8B,0.5366927156804695,0.4559139784946237,40,6,1.0,True
BAAI_Infinity-Instruct-7M-0729-mistral-7B,0.505684044768225,0.4105143788976323,40,6,1.0,True
BAAI_Infinity-Instruct-7M-Gen-Llama3_1-70B,0.8597812485914089,0.8401992460958536,40,6,1.0,True
BAAI_Infinity-Instruct-7M-Gen-Llama3_1-8B,0.5366927156804695,0.4559139784946237,40,6,1.0,True
BAAI_Infinity-Instruct-7M-Gen-mistral-7B,0.5056571051130526,0.4105143788976323,40,6,1.0,True
BAAI_OPI-Llama-3.1-8B-Instruct,0.2327405019967738,0.1084005376344086,40,6,1.0,True
BEE-spoke-data_Meta-Llama-3-8Bee,0.44150594965469026,0.32364360284575455,40,6,1.0,True
BEE-spoke-data_smol_llama-101M-GQA,0.17221593187256168,0.04841229838709678,40,6,1.0,True
BEE-spoke-data_smol_llama-220M-GQA,0.18627233424093395,0.06105380399517983,40,6,1.0,True
BEE-spoke-data_smol_llama-220M-GQA-fineweb_edu,0.17761320488424132,0.05479256779057447,40,6,1.0,True
BEE-spoke-data_smol_llama-220M-openhermes,0.17883933577041117,0.049928778640540586,40,6,1.0,True
BEE-spoke-data_tFINE-900m-e16-d32-flan,0.16665954109113787,0.04960958535271944,40,6,1.0,True
BEE-spoke-data_tFINE-900m-e16-d32-flan-infinity-instruct-7m-T2T_en-1024,0.2058835486690022,0.05093684315666962,40,6,1.0,True
BEE-spoke-data_tFINE-900m-e16-d32-instruct_2e,0.20769222787274705,0.06339884395573853,40,6,1.0,True
BEE-spoke-data_tFINE-900m-instruct-orpo,0.1605719611411935,0.05721192262928414,40,6,1.0,True
BSC-LT_salamandra-7b,0.1986358399880604,0.09359518039849218,40,6,1.0,True
BSC-LT_salamandra-7b-instruct,0.29037977505820806,0.14402895578420466,40,6,1.0,True
Ba2han_Llama-Phi-3_DoRA,0.6243307185764952,0.5133064516129032,40,6,1.0,True
Baptiste-HUVELLE-10_LeTriomphant2.2_ECE_iLAB,0.947918018469521,0.9520059904523545,40,6,1.0,True
BenevolenceMessiah_Qwen2.5-72B-2x-Instruct-TIES-v1.0,0.8417503534955222,0.7323264546543369,40,6,1.0,True
BenevolenceMessiah_Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0,0.46049975472732524,0.3163457554593059,40,6,1.0,True
BlackBeenie_Bloslain-8B-v0.2,0.5996895438843599,0.5248384491114702,40,6,1.0,True
BlackBeenie_Llama-3.1-8B-OpenO1-SFT-v0.1,0.4627758572816278,0.29018817204301073,40,6,1.0,True
BlackBeenie_Llama-3.1-8B-pythonic-passthrough-merge,0.23360003542817126,0.12089387513904339,40,6,1.0,True
BlackBeenie_Neos-Gemma-2-9b,0.6063204853355281,0.4472811028888078,40,6,1.0,True
BlackBeenie_Neos-Llama-3.1-8B,0.46249319011734,0.32768817204301076,40,6,1.0,True
BlackBeenie_Neos-Llama-3.1-base,0.14306106940963992,0.050134408602150536,40,6,1.0,True
BlackBeenie_Neos-Phi-3-14B-v0.1,0.7106478614798469,0.6424464102697727,40,6,1.0,True
BlackBeenie_llama-3-luminous-merged,0.5767906432246414,0.5008008029755283,40,6,1.0,True
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,0.5540888054850106,0.39853637934928,40,6,1.0,True
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,0.4107007191872903,0.3351910108453838,40,6,1.0,True
BoltMonkey_DreadMix,0.6503237994508123,0.5921052860145569,40,6,1.0,True
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,0.5711695420970873,0.5152159807193177,40,6,1.0,True
BoltMonkey_SuperNeuralDreadDevil-8b,0.61574302713259,0.513739224137931,40,6,1.0,True
BrainWave-ML_llama3.2-3B-maths-orpo,0.15627770768828286,0.05907258064516129,40,6,1.0,True
BramVanroy_GEITje-7B-ultra,0.25028776507063283,0.16922726996369447,40,6,1.0,True
BramVanroy_fietje-2,0.2800047153404983,0.1709073774905762,40,6,1.0,True
BramVanroy_fietje-2-chat,0.27672686046614803,0.16148415594303012,40,6,1.0,True
BramVanroy_fietje-2-instruct,0.2596590306430049,0.0918010752688172,40,6,1.0,True
CYFRAGOVPL_Llama-PLLuM-8B-base,0.4078153066762013,0.30496832088045234,40,6,1.0,True
CYFRAGOVPL_Llama-PLLuM-8B-chat,0.39107398508065266,0.2830645161290323,40,6,1.0,True
CYFRAGOVPL_PLLuM-12B-base,0.4206158093878467,0.2896708147942158,40,6,1.0,True
CYFRAGOVPL_PLLuM-12B-chat,0.3886966117310534,0.24680329007938576,40,6,1.0,True
CYFRAGOVPL_PLLuM-12B-nc-base,0.33603651038100735,0.22917926068754668,40,6,1.0,True
CYFRAGOVPL_PLLuM-12B-nc-chat,0.4316368609732407,0.2760554261679644,40,6,1.0,True
CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct,0.364144036340826,0.2633610618930985,40,6,1.0,True
CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct-2412,0.47639744604843504,0.3212745063959956,40,6,1.0,True
Casual-Autopsy_L3-Umbral-Mind-RP-v2.0-8B,0.598219412313905,0.4941532258064516,40,6,1.0,True
CausalLM_14B,0.4660025775859449,0.3333333333333333,40,6,1.0,True
CausalLM_34b-beta,0.6038042034266818,0.4468901453957997,40,6,1.0,True
CausalLM_preview-1-hf,0.27843103498816674,0.15147849462365592,40,6,1.0,True
Changgil_K2S3-14b-v0.2,0.41655406373282133,0.32532722740458947,40,6,1.0,True
Changgil_K2S3-v0.1,0.4167492753617898,0.3297715053763441,40,6,1.0,True
ClaudioItaly_Albacus,0.5258310385700126,0.4414410108453838,40,6,1.0,True
ClaudioItaly_Book-Gut12B,0.6052993729841705,0.49811762815501937,40,6,1.0,True
ClaudioItaly_Evolutionstory-7B-v2.2,0.52468957128403,0.4378752722932888,40,6,1.0,True
ClaudioItaly_intelligence-cod-rag-7b-v3,0.5832087478989998,0.475566167269188,40,6,1.0,True
CohereForAI_aya-23-35B,0.537214887292311,0.3274771136241249,40,6,1.0,True
CohereForAI_aya-23-8B,0.3630687586555815,0.2282210949250738,40,6,1.0,True
CohereForAI_aya-expanse-32b,0.6552332040209294,0.5562809950871338,40,6,1.0,True
CohereForAI_aya-expanse-8b,0.5088456599933331,0.44240591397849466,40,6,1.0,True
CohereForAI_c4ai-command-r-plus,0.7149042260558611,0.5862277867528272,40,6,1.0,True
CohereForAI_c4ai-command-r-plus-08-2024,0.7471659092003291,0.6787383014873822,40,6,1.0,True
CohereForAI_c4ai-command-r-v01,0.5416722722507596,0.3514112903225806,40,6,1.0,True
CohereForAI_c4ai-command-r7b-12-2024,0.6808158840721876,0.5459890329532814,40,6,1.0,True
Columbia-NLP_LION-Gemma-2b-dpo-v1.0,0.3538746920146046,0.22936450702607097,40,6,1.0,True
Columbia-NLP_LION-Gemma-2b-odpo-v1.0,0.34313866838745016,0.21397849462365592,40,6,1.0,True
Columbia-NLP_LION-Gemma-2b-sft-v1.0,0.33796311474658014,0.23633580135335558,40,6,1.0,True
Columbia-NLP_LION-LLaMA-3-8b-dpo-v1.0,0.5286794212341707,0.442002688172043,40,6,1.0,True
Columbia-NLP_LION-LLaMA-3-8b-odpo-v1.0,0.5087383606388478,0.43974645824048797,40,6,1.0,True
Columbia-NLP_LION-LLaMA-3-8b-sft-v1.0,0.5450517868506517,0.449007678009971,40,6,1.0,True
CombinHorizon_Josiefied-abliteratedV4-Qwen2.5-14B-Inst-BaseMerge-TIES,0.6510123810522057,0.35813838292547273,40,6,1.0,True
CombinHorizon_Rombos-Qwen2.5-7B-Inst-BaseMerge-TIES,0.5013866394875042,0.2137768817204301,40,6,1.0,True
CombinHorizon_YiSM-blossom5.1-34B-SLERP,0.809894571053227,0.7736524397658381,40,6,1.0,True
CombinHorizon_huihui-ai-abliterated-Qwen2.5-32B-Inst-BaseMerge-TIES,0.7306306490351497,0.7395608836206897,40,6,1.0,True
CombinHorizon_huihui-ai-abliteratedV2-Qwen2.5-14B-Inst-BaseMerge-TIES,0.6303380061680752,0.28454967324805336,40,6,1.0,True
CombinHorizon_zetasepic-abliteratedV2-Qwen2.5-32B-Inst-BaseMerge-TIES,0.7463302979506115,0.7250672043010753,40,6,1.0,True
ContactDoctor_Bio-Medical-3B-CoT-012025,0.44952328167987765,0.3323924731182796,40,6,1.0,True
ContactDoctor_Bio-Medical-Llama-3-8B,0.5068059179908733,0.3981182795698925,40,6,1.0,True
CoolSpring_Qwen2-0.5B-Abyme,0.16864191368299936,0.06041666666666667,40,6,1.0,True
CoolSpring_Qwen2-0.5B-Abyme-merge2,0.19216203318824004,0.10805452238598443,40,6,1.0,True
CoolSpring_Qwen2-0.5B-Abyme-merge3,0.19444062604731788,0.107997311827957,40,6,1.0,True
Corianas_Neural-Mistral-7B,0.3847712314498384,0.26241889814634284,40,6,1.0,True
Corianas_Quokka_2.7b,0.18482837309921632,0.08008333912680757,40,6,1.0,True
Corianas_llama-3-reactor,0.4310880399649014,0.32809139784946234,40,6,1.0,True
CortexLM_btlm-7b-base-v0.2,0.31852237041972986,0.2020975558913961,40,6,1.0,True
Cran-May_SCE-2-24B,0.7982278233574761,0.7575025622318342,40,6,1.0,True
Cran-May_SCE-3-24B,0.7543257755449722,0.703141882502128,40,6,1.0,True
Cran-May_T.E-8.1,0.6455583348710843,0.5065130630395887,40,6,1.0,True
Cran-May_merge_model_20250308_2,0.9029512726138298,0.8535951404338153,40,6,1.0,True
Cran-May_merge_model_20250308_3,0.7982933871647235,0.7062904094827587,40,6,1.0,True
Cran-May_merge_model_20250308_4,0.9011142832098417,0.8874327956989247,40,6,1.0,True
Cran-May_tempmotacilla-cinerea-0308,0.8905399673817106,0.8725606576751946,40,6,1.0,True
CreitinGameplays_Llama-3.1-8B-R1-v0.1,0.2988118149427309,0.11105872844827587,40,6,1.0,True
CultriX_Qwen2.5-14B-Broca,0.8802445625062146,0.8699596774193549,40,6,1.0,True
CultriX_Qwen2.5-14B-BrocaV9,0.8400777728288343,0.8087365591397849,40,6,1.0,True
CultriX_Qwen2.5-14B-Brocav3,0.8673952095521156,0.8233198924731182,40,6,1.0,True
CultriX_Qwen2.5-14B-Brocav6,0.849620721973212,0.8232163341212458,40,6,1.0,True
CultriX_Qwen2.5-14B-Brocav7,0.8589114536910664,0.8233198924731182,40,6,1.0,True
CultriX_Qwen2.5-14B-Emerged,0.8292472377716326,0.7779569892473118,40,6,1.0,True
CultriX_Qwen2.5-14B-Emergedv3,0.8064963515806619,0.7591210752534678,40,6,1.0,True
CultriX_Qwen2.5-14B-FinalMerge,0.718009118137569,0.5614247311827957,40,6,1.0,True
CultriX_Qwen2.5-14B-Hyper,0.8802108531904429,0.8637096774193549,40,6,1.0,True
CultriX_Qwen2.5-14B-HyperMarck-dl,0.8294754091914939,0.7750412785038933,40,6,1.0,True
CultriX_Qwen2.5-14B-Hyperionv3,0.8794580549283504,0.8658602150537634,40,6,1.0,True
CultriX_Qwen2.5-14B-Hyperionv4,0.8708243022055111,0.8603494623655914,40,6,1.0,True
CultriX_Qwen2.5-14B-Hyperionv5,0.8539366999483511,0.8296985076010382,40,6,1.0,True
CultriX_Qwen2.5-14B-MegaMerge-pt2,0.8738000614435848,0.8422715053763441,40,6,1.0,True
CultriX_Qwen2.5-14B-MergeStock,0.8748586960169874,0.8622007834349541,40,6,1.0,True
CultriX_Qwen2.5-14B-ReasoningMerge,0.9154598762038446,0.9017473118279571,40,6,1.0,True
CultriX_Qwen2.5-14B-Ultimav2,0.8954052842680913,0.8690188172043011,40,6,1.0,True
CultriX_Qwen2.5-14B-Unity,0.7669573790854195,0.6985060885576806,40,6,1.0,True
CultriX_Qwen2.5-14B-Wernicke,0.8740977625331098,0.8558467741935484,40,6,1.0,True
CultriX_Qwen2.5-14B-Wernicke-SFT,0.8428392458920057,0.827755376344086,40,6,1.0,True
CultriX_Qwen2.5-14B-Wernicke-SLERP,0.7931329898701618,0.7313172043010752,40,6,1.0,True
CultriX_Qwen2.5-14B-Wernickev3,0.8228218699618302,0.8091397849462365,40,6,1.0,True
CultriX_Qwen2.5-14B-partialmergept1,0.7916512446769296,0.7728890901037052,40,6,1.0,True
CultriX_Qwenfinity-2.5-14B,0.7000963735078856,0.5820645624768261,40,6,1.0,True
CultriX_Qwestion-14B,0.8523409725017566,0.837440037541713,40,6,1.0,True
CultriX_SeQwence-14B,0.8615143513622507,0.8342069892473118,40,6,1.0,True
CultriX_SeQwence-14B-EvolMerge,0.8797842153135058,0.8752788109473488,40,6,1.0,True
CultriX_SeQwence-14B-EvolMergev1,0.876558740816735,0.8435483870967742,40,6,1.0,True
CultriX_SeQwence-14B-v5,0.8646412628109721,0.8460019234334446,40,6,1.0,True
CultriX_SeQwence-14Bv1,0.848446605371335,0.8185365104746014,40,6,1.0,True
CultriX_SeQwence-14Bv2,0.8181523813256877,0.7812264404954228,40,6,1.0,True
CultriX_SeQwence-14Bv3,0.8204571407293481,0.7658196101933399,40,6,1.0,True
DRXD1000_Atlas-7B,0.18596399302417035,0.0993659561901784,40,6,1.0,True
DRXD1000_Phoenix-7B,0.2606649464025951,0.12727278859812824,40,6,1.0,True
DUAL-GPO_zephyr-7b-ipo-0k-15k-i1,0.41408482307983857,0.29495967741935486,40,6,1.0,True
DZgas_GIGABATEMAN-7B,0.5128178554772834,0.39416125992321993,40,6,1.0,True
Daemontatox_AetherDrake-SFT,0.5588319617961649,0.44055851988320355,40,6,1.0,True
Daemontatox_AetherSett,0.720555201083535,0.629854352057842,40,6,1.0,True
Daemontatox_AetherTOT,0.5968706604631755,0.5254158266129032,40,6,1.0,True
Daemontatox_AetherUncensored,0.4275407322419813,0.3560483870967742,40,6,1.0,True
Daemontatox_Cogito-MIS,0.47701042185177933,0.33453161099240886,40,6,1.0,True
Daemontatox_CogitoDistil,0.36503439238884616,0.16998719642195032,40,6,1.0,True
Daemontatox_CogitoZ,0.9005537258534734,0.8958333333333334,40,6,1.0,True
Daemontatox_CogitoZ14,0.7807368172816472,0.7172043010752689,40,6,1.0,True
Daemontatox_DocumentCogito,0.6173034212889419,0.5588037634408602,40,6,1.0,True
Daemontatox_Llama3.3-70B-CogniLink,0.9129592824429317,0.8797142948183166,40,6,1.0,True
Daemontatox_Llama_cot,0.5527276787405665,0.37338666226362627,40,6,1.0,True
Daemontatox_MawaredT1,0.6678209577470225,0.5663611530911807,40,6,1.0,True
Daemontatox_Mini_QwQ,0.7317228249697278,0.614986559139785,40,6,1.0,True
Daemontatox_NemoR,0.5639163256144789,0.47059217996848346,40,6,1.0,True
Daemontatox_PathFinderAI2.0,0.8990839216985471,0.890255376344086,40,6,1.0,True
Daemontatox_PathFinderAi3.0,0.9095879164487796,0.9149193548387097,40,6,1.0,True
Daemontatox_PathfinderAI,0.8969384421695963,0.8800403225806451,40,6,1.0,True
Daemontatox_Phi-4-COT,0.7736018388693114,0.7506418607882989,40,6,1.0,True
Daemontatox_PixelParse_AI,0.5846542620474688,0.49153225806451617,40,6,1.0,True
Daemontatox_RA2.0,0.5968325903647205,0.3973203733314794,40,6,1.0,True
Daemontatox_RA_Reasoner,0.7785498353249407,0.7279569892473118,40,6,1.0,True
Daemontatox_RA_Reasoner2.0,0.7640066957867834,0.7336021505376343,40,6,1.0,True
Daemontatox_ReasonTest,0.677060199190501,0.6176075268817205,40,6,1.0,True
Daemontatox_Research_PathfinderAI,0.2677230701675274,0.03931451612903226,40,6,1.0,True
Daemontatox_SphinX,0.6802977655524552,0.6119623655913978,40,6,1.0,True
Daemontatox_Sphinx2.0,0.7039878077972713,0.5389276203855867,40,6,1.0,True
Daemontatox_TinySphinx,0.19611188397211674,0.08306408185245019,40,6,1.0,True
Daemontatox_TinySphinx2.0,0.21390358818405303,0.11485215053763441,40,6,1.0,True
Daemontatox_Zirel-7B-Math,0.7129809276441679,0.6401209677419355,40,6,1.0,True
Daemontatox_Zirel_1.5,0.39453594598992,0.24973118279569895,40,6,1.0,True
Daemontatox_mini-Cogito-R1,0.3555148473126591,0.14456557633481645,40,6,1.0,True
Daemontatox_mini_Pathfinder,0.42841335024428806,0.22829301075268818,40,6,1.0,True
Dampfinchen_Llama-3.1-8B-Ultra-Instruct,0.606321002723663,0.5039063225354206,40,6,1.0,True
Danielbrdz_Barcenas-10b,0.7815739008132129,0.7493951612903226,40,6,1.0,True
Danielbrdz_Barcenas-14b-Phi-3-medium-ORPO,0.799787712433316,0.744275323275862,40,6,1.0,True
Danielbrdz_Barcenas-14b-phi-4,0.8771391059585442,0.8519071256101586,40,6,1.0,True
Danielbrdz_Barcenas-14b-phi-4-v2,0.8603408106448154,0.8539733050185001,40,6,1.0,True
Danielbrdz_Barcenas-3b-GRPO,0.45383624339824724,0.3178763440860215,40,6,1.0,True
Danielbrdz_Barcenas-Llama3-8b-ORPO,0.5350707792911693,0.4254173397953689,40,6,1.0,True
Danielbrdz_Barcenas-R1-Qwen-1.5b,0.4027781972508945,0.20053763440860214,40,6,1.0,True
Dans-DiscountModels_12b-mn-dans-reasoning-test-2,0.45409999028306147,0.36498655913978495,40,6,1.0,True
Dans-DiscountModels_12b-mn-dans-reasoning-test-3,0.4948317567127928,0.3799059139784946,40,6,1.0,True
Dans-DiscountModels_Dans-Instruct-CoreCurriculum-12b-ChatML,0.5157990810080444,0.32936502249552696,40,6,1.0,True
Dans-DiscountModels_Dans-Instruct-Mix-8b-ChatML,0.44602641843435953,0.3396642173467438,40,6,1.0,True
Dans-DiscountModels_Dans-Instruct-Mix-8b-ChatML-V0.1.0,0.4454274709111437,0.38227717268574013,40,6,1.0,True
Dans-DiscountModels_Dans-Instruct-Mix-8b-ChatML-V0.1.1,0.43746274957519515,0.36094495664122705,40,6,1.0,True
Dans-DiscountModels_Dans-Instruct-Mix-8b-ChatML-V0.2.0,0.40753036398217846,0.29811827956989245,40,6,1.0,True
