model,replicate,G,kappa,eta_N,eta_D
Q_by_N,63,0.364337180854,0.99691437607,0.164620467798,
Q_by_N,64,0.354640710037,0.993966524262,0.161774230099,
Q_by_N,65,0.354761530397,1.02863926532,0.186196447819,
Q_by_N,66,0.361918911005,1.01673642663,0.157137277712,
Q_by_N,67,0.348036561631,0.982173845066,0.163880021421,
Q_by_N,68,0.351060494133,1.00038885985,0.165767873531,
Q_by_N,69,0.363347110543,0.982932671221,0.159077722746,
Q_by_N,70,0.345407866598,0.985478091224,0.16616690591,
Q_by_N,71,0.357442539092,1.00015951435,0.163522605744,
Q_by_N,72,0.346047369717,0.986532412773,0.164321037788,
Q_by_N,73,0.35244316405,0.999998443783,0.170454328058,
Q_by_N,74,0.355808852003,0.974420703321,0.156686087005,
Q_by_N,75,0.360789058138,0.981056445129,0.158657978638,
Q_by_N,76,0.359155752373,0.963268234683,0.158540561471,
Q_by_N,77,0.369695509871,0.942843958715,0.136772538969,
Q_by_N,78,0.354473251344,1.03106133207,0.174353262788,
Q_by_N,79,0.3638194139,0.981818563042,0.165908173309,
Q_by_N,80,0.358631772863,0.985044526246,0.165979006463,
Q_by_N,81,0.352315689501,0.991943634132,0.159305572304,
Q_by_N,82,0.356275002253,1.01687637151,0.167162259638,
Q_by_N,83,0.354861663595,0.975850680488,0.159744691885,
Q_by_N,84,0.353228823846,1.01938587152,0.176260103796,
Q_by_N,85,0.354669367547,0.98893074266,0.157332647155,
Q_by_N,86,0.357593396417,0.948454779971,0.17704740676,
Q_by_N,87,0.35107261892,0.922766398195,0.158625811985,
Q_by_N,88,0.364140942185,0.956334500107,0.179702900025,
Q_by_N,89,0.362957106463,1.01571031365,0.156168120097,
Q_by_N,90,0.357834558178,1.00274549426,0.168559746006,
Q_by_N,91,0.35093392529,1.01010338187,0.163114899041,
Q_by_N,92,0.359382965556,0.993730047545,0.157394574917,
Q_by_N,93,0.364245998854,0.98942661169,0.147969895447,
Q_by_N,94,0.355841078214,1.00187675532,0.156445770262,
Q_by_N,95,0.357188504782,0.973587065258,0.154476306704,
Q_by_N,96,0.360078897011,0.991525187797,0.155887974738,
Q_by_N,97,0.357196563408,1.00237329698,0.158504984542,
Q_by_N,98,0.363246419087,0.963869870652,0.184789806798,
Q_by_N,99,0.353451316007,0.996066502583,0.16056426283,
Q_by_N,100,0.351001751071,1.00660777984,0.167065238853,
Q_by_N,101,0.359649542034,0.982274823714,0.158920842981,
Q_by_N,102,0.35842544976,0.987840139055,0.159402040835,
Q_by_N,103,0.367484222829,1.00543896717,0.151712263037,
Q_by_N,104,0.363163408807,1.0083824271,0.169568416919,
Q_by_N,105,0.359509816024,0.957086141822,0.153492700696,
Q_by_N,106,0.36295422385,0.994258729772,0.182873391586,
Q_by_N,107,0.359888127288,1.01253890961,0.16824243969,
Q_by_N,108,0.35322169833,1.01681530336,0.173549072855,
Q_by_N,109,0.356937778684,0.958054743574,0.150394721307,
Q_by_N,110,0.351016517487,1.01090850553,0.171815199622,
Q_by_N,111,0.353079775325,1.01128969528,0.166335455329,
Q_by_N,112,0.357543558968,1.00909012574,0.158206684423,
Q_by_N,113,0.3524022608,1.02026874664,0.170629746931,
Q_by_N,114,0.364852185982,0.981468074478,0.150143532963,
Q_by_N,115,0.349285084955,0.98809202944,0.160896441538,
Q_by_N,116,0.3634295069,0.993054059432,0.157753260582,
Q_by_N,117,0.358659988999,0.956405589119,0.167939559549,
Q_by_N,118,0.358349996383,0.984333135457,0.154692374168,
Q_by_N,119,0.354321567658,0.952142878203,0.162884224757,
Q_by_N,120,0.35748999569,0.995235969124,0.167729792062,
Q_by_N,121,0.360523564666,1.00777292657,0.158413961817,
Q_by_N,122,0.354221553406,0.970788001088,0.160954527227,
Q_by_N,123,0.367442484517,1.06176270107,0.192394934626,
Q_by_N,124,0.361008520867,0.993668268833,0.156135224303,
Q_by_N,125,0.35473225132,1.00538584846,0.166131118605,
Q_by_N,126,0.358229707014,0.985056834501,0.163230377665,
Q_by_N,127,0.354199869589,0.978670978381,0.157802310236,
Q_by_N,128,0.356263109413,0.978609227476,0.158971316407,
Q_by_N,129,0.359895406134,0.971799894409,0.157162370394,
Q_by_N,130,0.362373728329,0.992273304207,0.159304534573,
Q_by_N,131,0.352108878001,0.96442064466,0.163744008125,
Q_by_N,132,0.358745520163,1.00903087535,0.158618602087,
Q_by_N,133,0.353604860503,0.957664411827,0.166099623583,
Q_by_N,134,0.368119711894,0.993671723024,0.196789296344,
Q_by_N,135,0.360666091551,0.968230756886,0.173047862616,
Q_by_N,136,0.355101036768,0.968991267329,0.161609965511,
Q_by_N,137,0.361557753511,0.997914745366,0.159850057374,
Q_by_N,138,0.353444297642,0.986950733523,0.15985625385,
Q_by_N,139,0.355732346292,1.00650479039,0.170628656317,
Q_by_N,140,0.361206755181,0.988395400053,0.16785009341,
Q_by_N,141,0.358168306582,0.999147925384,0.182235284324,
Q_by_N,142,0.356958047104,0.973411187875,0.167137253562,
Q_by_N,143,0.356877223973,0.975869471401,0.154611249412,
Q_by_N,144,0.356705973659,0.961642927918,0.17279461315,
Q_by_N,145,0.363925026075,1.0050269653,0.149768556668,
Q_by_N,146,0.3622608116,0.983938262681,0.19454514971,
Q_by_N,147,0.357985808871,0.97951168309,0.154762866104,
Q_by_N,148,0.349983914736,0.964624639761,0.163395629231,
Q_by_N,149,0.363733401221,0.957338352633,0.183576455591,
Q_by_N,150,0.354736591158,1.00951237382,0.164384280448,
Q_by_N,151,0.355997712293,1.01429380705,0.171022741065,
Q_by_N,152,0.354922940762,0.9865836528,0.163153637603,
Q_by_N,153,0.355847401037,0.99903202067,0.168476984088,
Q_by_N,154,0.352240562859,0.980885309204,0.159515205134,
Q_by_N,155,0.352300131959,1.01063142637,0.168685034856,
Q_by_N,156,0.364385322525,1.01487804126,0.187201103338,
Q_by_N,157,0.357729978139,1.05465589059,0.178214270223,
Q_by_N,158,0.360794802567,0.955830588064,0.17553849075,
Q_by_N,159,0.354736691558,0.988112664624,0.163509954423,
Q_by_N,160,0.360432186872,0.993520316814,0.152545005094,
Q_by_N,161,0.354770297601,1.01660432043,0.181137972945,
Q_by_N,162,0.355729210609,1.00995172764,0.16340360026,
Q_by_N,163,0.363941188865,1.01805707484,0.178193090854,
Q_by_N,164,0.356238242432,1.00331855816,0.170174039827,
Q_by_N,165,0.35341210327,0.988469018141,0.164727268381,
Q_by_N,166,0.360845658953,1.00286635294,0.162263105085,
Q_by_N,167,0.35680735799,0.99154338487,0.162072910689,
Q_by_N,168,0.363308909161,1.0087629659,0.192007131825,
Q_by_N,169,0.350597625638,0.983820769679,0.163219371283,
Q_by_N,170,0.348432551336,1.00720512059,0.173688228138,
Q_by_N,171,0.35800375518,1.02017245122,0.161676791378,
Q_by_N,172,0.361075126105,0.925799541291,0.183595812271,
Q_by_N,173,0.359475796701,1.01754893995,0.157627092913,
Q_by_N,174,0.358435739232,0.966797797265,0.174228744014,
Q_by_N,175,0.358022248515,1.00477560958,0.16998012651,
Q_by_N,176,0.36195246832,0.995790090312,0.153223572858,
Q_by_N,177,0.355994183461,1.00522319639,0.17567018289,
Q_by_N,178,0.367627407066,0.97873972135,0.145046806121,
Q_by_N,179,0.355768343577,0.965086871152,0.164599586034,
Q_by_N,180,0.356807358235,0.991543390243,0.162072911043,
Q_by_N,181,0.35358147565,0.979569995271,0.159974929856,
Q_by_N,182,0.363488150262,1.03081147331,0.190916653343,
Q_by_N,183,0.349115084959,0.951212966556,0.155816681186,
Q_by_N,184,0.359428757002,1.01318326348,0.167657810095,
Q_by_N,185,0.356824267868,0.996113855031,0.155931392605,
Q_by_N,186,0.360937776292,0.951284454774,0.166655191907,
Q_by_N,187,0.353701117858,0.988247799345,0.158657091876,
Q_by_N,188,0.350851031409,0.995513385317,0.16490094384,
Q_by_N,189,0.356598055292,0.978268205445,0.156334489764,
Q_by_N,190,0.360160599152,0.975506463947,0.152308516056,
Q_by_N,191,0.35611904755,1.01935485036,0.163884807221,
Q_by_N,192,0.351903286743,0.954581537516,0.161160980505,
Q_by_N,193,0.358404450682,1.03589612096,0.168544156943,
Q_by_N,194,0.358284201857,1.01822072545,0.178975471442,
Q_by_N,195,0.356931641365,0.992288438486,0.158664882529,
Q_by_N,196,0.356025429879,1.00785188496,0.169946718759,
Q_by_N,197,0.353706166657,1.00839524972,0.163299466575,
Q_by_N,198,0.360920552521,0.979021441597,0.198081559895,
Q_by_N,199,0.361247497084,1.00612583531,0.173791045009,
Q_by_D,0,0.311726392813,1.07305209061,,0.0450438753469
Q_by_D,1,0.324648425036,0.971321673356,,0.0421341519464
Q_by_D,2,0.331908398978,0.942543030439,,0.0441069266291
Q_by_D,3,0.325672626447,1.00104953805,,0.0414843625981
Q_by_D,4,0.351355731206,1.0125986653,,0.0328753010936
Q_by_D,5,0.352565223242,0.985714126113,,0.03091079154
Q_by_D,6,0.376332640985,0.96870161067,,0.0446938203487
Q_by_D,7,0.412464333952,1.02206012936,,0.0418609605307
Q_by_D,8,0.398979765909,0.988642258449,,0.0432978995165
Q_by_D,9,0.331974133443,0.950812852647,,0.0448012642363
Q_by_D,10,0.361830893314,0.98159373688,,0.0404173380148
Q_by_D,11,0.370233410219,0.95710352921,,0.0432376052013
Q_by_D,12,0.421948018931,0.99536472161,,0.0393192618494
Q_by_D,13,0.408367900541,0.993529777349,,0.0447847511936
Q_by_D,14,0.406205128129,1.04429111232,,0.0402061053148
Q_by_D,15,0.430747927478,0.980391846063,,0.035527721704
Q_by_D,16,0.35099174577,1.00373134179,,0.0408094175062
Q_by_D,17,0.339294871729,0.967614389834,,0.0423888742083
Q_by_D,18,0.377936707786,0.99759524327,,0.0422492531956
Q_by_D,19,0.362235557059,0.994350819764,,0.0361785006656
Q_by_D,20,0.396889117316,0.97060333804,,0.0387485614955
Q_by_D,21,0.352959004388,0.977265093261,,0.0373867134706
Q_by_D,22,0.374467254848,1.00633192873,,0.0428995587866
Q_by_D,23,0.339341484431,1.02782425346,,0.0352901566084
Q_by_D,24,0.349561160626,1.02124627695,,0.0451361650987
Q_by_D,25,0.343509353235,1.0394369295,,0.0376841561836
Q_by_D,26,0.338118964176,0.936134086678,,0.0480281729082
Q_by_D,27,0.333417767238,0.976085493808,,0.0566982505961
Q_by_D,28,0.360596826899,0.973433489252,,0.0435715675803
Q_by_D,29,0.400350018359,1.00217243183,,0.0416732453758
Q_by_D,30,0.356082094025,1.03554837039,,0.0346969006988
Q_by_D,31,0.375550037599,0.953150041369,,0.0412659097522
Q_by_D,32,0.345419992328,0.976767289609,,0.0358762022454
Q_by_D,33,0.401966820702,1.01048681462,,0.0337901208131
Q_by_D,34,0.328510426234,0.997350822995,,0.0459534222097
Q_by_D,35,0.368049857681,0.953273789967,,0.0451481704514
Q_by_D,36,0.421713101585,0.969856839502,,0.0377076067618
Q_by_D,37,0.348737318814,0.981806337157,,0.0356079722708
Q_by_D,38,0.407056488715,0.995734262875,,0.0434830807813
Q_by_D,39,0.391502670507,0.982576271331,,0.0501149746573
Q_by_D,40,0.290925956637,1.03154766282,,0.0385675914315
Q_by_D,41,0.347210069831,0.992337200973,,0.0386525504538
Q_by_D,42,0.40443413572,1.026299618,,0.0362669962483
Q_by_D,43,0.305111425114,0.948472985546,,0.058108226111
Q_by_D,44,0.391272821024,0.995736137688,,0.0398571486283
Q_by_D,45,0.397742400541,0.990922050053,,0.0443146243278
Q_by_D,46,0.370654464409,0.989638184272,,0.0578236922741
Q_by_D,47,0.328431387125,0.959351609862,,0.0470686467809
Q_by_D,48,0.379064017285,0.978427306539,,0.0347061559886
Q_by_D,49,0.311214597981,0.964289430395,,0.0569726240552
Q_by_D,50,0.425450024951,0.988103274517,,0.0377773874435
Q_by_D,51,0.314848669048,1.0221538709,,0.0379781067049
Q_by_D,52,0.386218609095,0.991515399203,,0.0529071175847
Q_by_D,53,0.406914565245,0.984266339426,,0.0423222400569
Q_by_D,54,0.3528174917,1.00849778646,,0.0442556005506
Q_by_D,55,0.352697607675,0.933543530053,,0.0480755000445
Q_by_D,56,0.307433630596,0.989894686488,,0.0407332809938
Q_by_D,57,0.383950599077,0.991322132222,,0.0533803201258
Q_by_D,58,0.34405286782,1.02803790352,,0.0532842875929
Q_by_D,59,0.338760856575,0.974444279583,,0.0473634260863
Q_by_D,60,0.375960153612,1.00725366823,,0.040791960635
Q_by_D,61,0.352854052452,0.958955451357,,0.0456283212426
Q_by_D,62,0.30872285015,0.968665679774,,0.0390934565357
Q_by_D,63,0.406233043358,1.00087227474,,0.0380933293464
Q_by_D,64,0.375973283149,0.980845149834,,0.037799164114
Q_by_D,65,0.364714800505,0.990672828334,,0.0433671186341
Q_by_D,66,0.343347875329,1.03566755348,,0.0428220567978
Q_by_D,67,0.383767554119,0.995294141175,,0.0423728931273
Q_by_D,68,0.335748027803,0.962975151951,,0.0471326647302
Q_by_D,69,0.318200364709,1.01355688125,,0.0409968106682
Q_by_D,70,0.393910660552,0.959041799587,,0.0543453650519
Q_by_D,71,0.333545808637,0.984407927238,,0.0348794757235
Q_by_D,72,0.398431081073,0.991318939771,,0.0425356009462
Q_by_D,73,0.362050757755,0.958955718453,,0.0372465604341
Q_by_D,74,0.410066044149,0.987140573374,,0.0415902832613
Q_by_D,75,0.341688077439,0.969228408314,,0.0570704498444
Q_by_D,76,0.314644182484,1.00014015436,,0.03494565527
Q_by_D,77,0.351131192834,0.932767451303,,0.0577493697442
Q_by_D,78,0.361022848789,0.968979782582,,0.0530777852337
Q_by_D,79,0.355186241549,1.03796350029,,0.0374357809416
Q_by_D,80,0.332700741992,1.00374035531,,0.045479253648
Q_by_D,81,0.385865958962,0.982165429694,,0.0467761045166
Q_by_D,82,0.342012724969,0.996008839408,,0.0310259885787
Q_by_D,83,0.322573908126,0.992233275479,,0.0474556432481
Q_by_D,84,0.369448774354,0.944086754176,,0.0578185044007
Q_by_D,85,0.388299124423,0.989653279796,,0.0421756220222
Q_by_D,86,0.309307446004,0.98501300353,,0.0354886842765
Q_by_D,87,0.319935146032,1.01112670647,,0.0443361761223
Q_by_D,88,0.316253074819,0.969385514724,,0.0407704154551
Q_by_D,89,0.374151956501,0.933700980374,,0.054621322822
Q_by_D,90,0.369999332051,0.95892513293,,0.0508833292113
Q_by_D,91,0.394043720499,1.03761386007,,0.0422867566699
Q_by_D,92,0.355495605524,0.986378002441,,0.0414062728526
Q_by_D,93,0.372404554883,1.01261723438,,0.0324276232064
Q_by_D,94,0.392613687667,0.955948773748,,0.0547451010319
Q_by_D,95,0.322203905767,0.980281997838,,0.0497940579493
Q_by_D,96,0.316374055925,0.938022311546,,0.0494088799058
Q_by_D,97,0.313578052469,1.02478253244,,0.0408171554761
Q_by_D,98,0.344864152608,0.940032112387,,0.0478322558806
Q_by_D,99,0.437258489214,0.990404206334,,0.0367813381965
Q_by_D,100,0.376559289847,0.992984024867,,0.0459587055852
Q_by_D,101,0.308722848422,0.968665663993,,0.0390934566836
Q_by_D,102,0.363713713511,1.01750252516,,0.0290046483988
Q_by_D,103,0.380968561557,0.989736388,,0.0337770429214
Q_by_D,104,0.434774411118,1.01156495788,,0.0349309867309
Q_by_D,105,0.374147253462,0.958999368064,,0.0474961879936
Q_by_D,106,0.337402292932,1.05251955763,,0.0272007783404
Q_by_D,107,0.427568122017,0.981601810763,,0.0408053874185
Q_by_D,108,0.326345032605,1.01251567833,,0.0392128556788
Q_by_D,109,0.338965712322,1.01660134582,,0.0345753866899
Q_by_D,110,0.309258721875,1.00787567376,,0.0437959519378
Q_by_D,111,0.375652198908,1.00783629758,,0.0411555815453
Q_by_D,112,0.371894204987,1.01629257223,,0.0305896108338
Q_by_D,113,0.418153746481,1.01357244837,,0.0406874494752
Q_by_D,114,0.391531263376,1.00485571002,,0.0377521883147
Q_by_D,115,0.37912471981,0.973571061085,,0.0422896621112
Q_by_D,116,0.327045132643,0.991041609334,,0.0532447910962
Q_by_D,117,0.417230772215,1.01411943612,,0.0297491431458
Q_by_D,118,0.345218502534,1.00093679947,,0.053287794506
Q_by_D,119,0.398783068967,0.99796904753,,0.0335889136359
Q_by_D,120,0.370128257932,1.02053046847,,0.0388215129884
Q_by_D,121,0.317003690121,0.978886012253,,0.0486468907751
Q_by_D,122,0.37067073412,1.01021732789,,0.0533847293464
Q_by_D,123,0.372356814945,0.987181519283,,0.0464251367582
Q_by_D,124,0.362312238495,0.964972970217,,0.0406912640964
Q_by_D,125,0.382309835563,0.989832527138,,0.0487194411871
Q_by_D,126,0.334329291296,0.952024424815,,0.0441056547847
Q_by_D,127,0.362956662794,1.00199097906,,0.0477145631835
Q_by_D,128,0.378112355288,1.00107180464,,0.0375993498905
Q_by_D,129,0.387092261878,0.990314057786,,0.0402086657633
Q_by_D,130,0.395004248352,0.959937766039,,0.0395744754654
Q_by_D,131,0.400137922066,0.984993148461,,0.0381113073432
Q_by_D,132,0.375963123751,0.938776964126,,0.0509776799261
Q_by_D,133,0.375021790719,0.959220172401,,0.0456624173792
Q_by_D,134,0.377700298107,0.988780255667,,0.0416539688807
Q_by_D,135,0.351111665634,1.00588432585,,0.0429169613109
Q_by_D,136,0.376609689889,0.941119217776,,0.0511473990927
Q_by_D,137,0.383276565269,1.00509241109,,0.0364253252382
Q_by_D,138,0.355180543798,0.975971648649,,0.0436100213933
Q_by_D,139,0.32120479646,0.984518241227,,0.0366882988492
Q_by_D,140,0.379476838749,0.987938026437,,0.039548555098
Q_by_D,141,0.339621267958,1.02466855676,,0.0407303476325
Q_by_D,142,0.333046699538,1.01200949794,,0.0359278683607
Q_by_D,143,0.364179868582,0.993728610774,,0.0425476799018
Q_by_D,144,0.353217331822,0.967931791662,,0.0451746640434
Q_by_D,145,0.311317093842,0.977863847281,,0.0444487975486
Q_by_D,146,0.316342818732,1.0311321235,,0.0431134227865
Q_by_D,147,0.374860402188,0.982848869108,,0.0330390796207
Q_by_D,148,0.339823656313,1.00979675545,,0.0451269370825
Q_by_D,149,0.375689446209,1.02924582901,,0.027964302317
Q_by_D,150,0.353162475692,0.97415441876,,0.0529517629054
Q_by_D,151,0.326404698701,0.975474738658,,0.0582386000183
Q_by_D,152,0.341249370659,1.03956501071,,0.032133158875
Q_by_D,153,0.323303906386,0.997959361739,,0.0422318024938
Q_by_D,154,0.333292660713,0.966429868118,,0.04455276538
Q_by_D,155,0.412420426972,1.01314200489,,0.0375318541644
Q_by_D,156,0.370991420858,0.981579663851,,0.0469432184658
Q_by_D,157,0.367436172019,1.00323748867,,0.0443084278875
Q_by_D,158,0.35571902551,0.969646261984,,0.0390108763505
Q_by_D,159,0.3267893416,0.967788891239,,0.0511823266183
Q_by_D,160,0.368312416038,0.983495508813,,0.0386630086536
Q_by_D,161,0.3565279017,1.01535846746,,0.0326264219363
Q_by_D,162,0.288100127932,1.03658596456,,0.0334982769235
Q_by_D,163,0.403454269954,0.992610694315,,0.0267013748164
Q_by_D,164,0.379700505205,0.996612206546,,0.0401807225671
Q_by_D,165,0.35489901452,1.02899537776,,0.0388432753061
Q_by_D,166,0.378533664478,0.952578455426,,0.0504239936836
Q_by_D,167,0.372025099996,0.998818062838,,0.0461619192034
Q_by_D,168,0.370332151543,0.975588617621,,0.0578193688855
Q_by_D,169,0.390096014177,0.968256757528,,0.0287722507037
Q_by_D,170,0.336882393917,0.961984350138,,0.0481843282943
Q_by_D,171,0.342216073212,1.00350442573,,0.0336827667935
Q_by_D,172,0.324469874394,0.949116242232,,0.0575652659163
Q_by_D,173,0.374115308987,1.0015398041,,0.0488871087115
Q_by_D,174,0.360978667548,1.01199179915,,0.04613953856
Q_by_D,175,0.345094262481,0.982491252781,,0.0421468572854
Q_by_D,176,0.336737825363,0.988384611605,,0.0342899923935
Q_by_D,177,0.352142462045,0.998302875941,,0.0265934657536
Q_by_D,178,0.377612570019,0.945806870142,,0.044703468452
Q_by_D,179,0.334568290203,0.97280010942,,0.0473020907523
Q_by_D,180,0.315341303127,1.04800176967,,0.0378299289513
Q_by_D,181,0.381779248288,0.972398983602,,0.0419794864584
Q_by_D,182,0.398916480103,0.978585124407,,0.0358007182803
Q_by_D,183,0.357146004018,0.978777433072,,0.0377262700039
Q_by_D,184,0.386578101323,1.01618706888,,0.0296270042524
Q_by_D,185,0.410507456325,1.0075896612,,0.0396077930668
Q_by_D,186,0.351348692595,1.00286590757,,0.0483314993648
Q_by_D,187,0.323716673643,0.987336836568,,0.0424918436966
Q_by_D,188,0.399540317543,1.00499079587,,0.044128149518
Q_by_D,189,0.376680810928,1.00528476268,,0.0471780294361
Q_by_D,190,0.400463116693,1.0000307179,,0.0348256970894
Q_by_D,191,0.338645702095,0.965788094033,,0.0466957473406
Q_by_D,192,0.37747605959,1.00405147097,,0.0329122504643
Q_by_D,193,0.367468748466,0.940464541833,,0.0527911235922
Q_by_D,194,0.437970986442,0.98291331028,,0.0325590430838
Q_by_D,195,0.351433333474,0.923864377412,,0.048954705286
Q_by_D,196,0.439761401137,1.01119555659,,0.0396896532951
Q_by_D,197,0.408770309477,1.01905330877,,0.036216234289
Q_by_D,198,0.330406521503,1.0041328794,,0.0419929815068
Q_by_D,199,0.364042060416,1.00687933773,,0.0284612925468
Q_by_ND,0,0.355484822932,0.97652470566,0.159259166131,0.0431642836543
Q_by_ND,1,0.362013635231,0.988181635035,0.161652803072,0.0430334365643
Q_by_ND,2,0.355886267921,0.994740204284,0.163328396128,0.0302783031445
Q_by_ND,3,0.364229853758,0.99107830529,0.15779528714,0.0469571394683
Q_by_ND,4,0.35722945931,0.992223741781,0.161757463834,0.0396461338712
Q_by_ND,5,0.358813132154,0.929578434444,0.14838851397,0.0493891797407
Q_by_ND,6,0.357442972108,1.00612172301,0.160884160754,0.0440833399711
Q_by_ND,7,0.359619682036,0.943442983298,0.216455475528,0.054943708942
Q_by_ND,8,0.34965343484,1.0177184175,0.169356895046,0.030983782275
Q_by_ND,9,0.350850574725,0.996863654555,0.165754356829,0.035054651252
Q_by_ND,10,0.358220111205,0.987381354986,0.152277161966,0.0266405133008
Q_by_ND,11,0.370324512661,0.994311719561,0.141727549936,0.0385786423647
Q_by_ND,12,0.360099932918,0.998070277734,0.155571354759,0.0456423370577
Q_by_ND,13,0.357530803062,1.03330849181,0.169085835316,0.0373920312275
Q_by_ND,14,0.357870637255,0.988876708569,0.161882461214,0.0441730179748
Q_by_ND,15,0.363715137745,0.984667650132,0.155005064376,0.0500495578772
Q_by_ND,16,0.355526182455,0.971094019362,0.16639864449,0.0431938375037
Q_by_ND,17,0.365743386893,1.00377465346,0.151726153339,0.0440443010056
Q_by_ND,18,0.359059741747,0.96816949832,0.150597930451,0.0330252649205
Q_by_ND,19,0.358591914095,0.981872467961,0.182301533903,0.049658700614
Q_by_ND,20,0.364596979799,1.00047460998,0.148974963286,0.0353550366557
Q_by_ND,21,0.355146720987,0.96461217362,0.155121351424,0.0365880503891
Q_by_ND,22,0.356756094649,1.01188954973,0.163009704566,0.0323080025943
Q_by_ND,23,0.351784645366,1.01888819292,0.168900051117,0.0283800229791
Q_by_ND,24,0.362734159945,0.955798029128,0.147227431967,0.042640037392
Q_by_ND,25,0.362402324147,0.946416157135,0.175304463616,0.0526381679695
Q_by_ND,26,0.354382818847,1.00549284282,0.164823593044,0.0272041190131
Q_by_ND,27,0.362147273165,0.984201464121,0.162575600639,0.0507433251177
Q_by_ND,28,0.362769390707,0.984625076035,0.149592647085,0.0308011947725
Q_by_ND,29,0.359604686016,0.99121640245,0.159130695305,0.0360569602311
Q_by_ND,30,0.358735889424,1.04578612968,0.166186554011,0.0279176262527
Q_by_ND,31,0.355278459029,1.01097055324,0.162112111464,0.0313161759444
Q_by_ND,32,0.358186619615,0.992995848354,0.163739129836,0.05301532522
Q_by_ND,33,0.360904725127,0.977692230011,0.153736857317,0.0392692241351
Q_by_ND,34,0.354273362804,1.02462500988,0.1737215733,0.030634148021
