replicate,E,A,alpha,B,beta,G,kappa,eta_N,source_G,source_kappa,source_eta_N,protocol
27,1.68967707097,0.354252492834,0.339800890287,1.24012522061,0.279947607436,0.363947088467,1.0175190814,0.163610410047,0.3639194749,1.01752688,0.1637137536,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
28,1.68976757901,0.35400434111,0.33996086149,1.24030737606,0.279874596617,0.356522234224,0.987283583783,0.164897735846,0.3565201006,0.9872951953,0.1649074579,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
29,1.68981883046,0.353878084872,0.340074169441,1.24041259751,0.279848246514,0.353292110004,1.01323216412,0.170652491661,0.3532908029,1.01311169,0.1706838955,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
30,1.68978744481,0.353936566607,0.340025478013,1.24043022397,0.279864742176,0.354745591846,0.975095511299,0.157217310675,0.3547442935,0.9749883565,0.1572538272,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
31,1.6898379289,0.353881192292,0.340077250016,1.24041928372,0.279868734631,0.362748450164,1.00493518285,0.157865218936,0.3627433879,1.0048548,0.1579060762,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
32,1.6897460088,0.354030604398,0.339944544083,1.24031995939,0.279878104639,0.356688062789,0.97994531331,0.181039953984,0.3566872603,0.9799374626,0.1810598092,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
33,1.68992167232,0.353978763765,0.33997645166,1.24014016049,0.279934361,0.357275119262,1.01841783953,0.166270292541,0.3572675741,1.018477329,0.166273716,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
34,1.68983736525,0.354024378215,0.339947060691,1.24026513489,0.279923150101,0.359123309304,1.03142749301,0.175257826187,0.3591223512,1.031405488,0.1752725523,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
35,1.68991858075,0.353959956302,0.339987208295,1.24018777517,0.279927681307,0.360835056454,0.960776223499,0.1546040722,0.3608305192,0.9608238504,0.1546004359,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
36,1.68973382885,0.35397362991,0.3399832931,1.24038191806,0.279843845295,0.357501253292,0.991233934169,0.162914535248,0.3575032861,0.9912087559,0.162916432,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
37,1.68978439455,0.354019472961,0.339952951312,1.24028719232,0.279894921396,0.353126094026,0.99344887245,0.165311576657,0.3531173698,0.9934937091,0.1653297375,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
38,1.68980798301,0.354016363198,0.339950744438,1.24024014565,0.279896068972,0.354527955063,0.974338421668,0.156161234203,0.3545253271,0.9743601256,0.1561612157,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
39,1.68983587841,0.354034326323,0.339939507554,1.24022681116,0.279925849722,0.358138456451,0.966354279444,0.157726116478,0.3581333376,0.9663785828,0.1577345489,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
40,1.6898586231,0.35383605506,0.340135425101,1.24031416331,0.279834214454,0.36841895183,0.981528128604,0.159912549077,0.3684135523,0.9814997266,0.1599479923,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
41,1.68996739934,0.353941998295,0.339999130281,1.24016726731,0.279945822715,0.351535955612,0.950049020491,0.155261023656,0.3515330775,0.9500914224,0.1552550009,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
42,1.68982400288,0.353969453677,0.33997899491,1.24029804686,0.279887608872,0.343983589992,1.021070354,0.170294383041,0.3439852022,1.021084545,0.1702829052,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
43,1.68985788465,0.353874100737,0.340086541721,1.2403761565,0.279868805898,0.362649989386,0.945457607973,0.182130240467,0.3626448648,0.9454892498,0.1821196417,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
44,1.68980330893,0.353973058388,0.339980296036,1.24026419631,0.279870007452,0.362251380926,0.988353862379,0.150026322497,0.3622506273,0.9883675517,0.1500244699,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
45,1.68985904762,0.35397846887,0.339977151907,1.24028865913,0.279914972848,0.362604639827,1.01664850249,0.174852370653,0.3626048484,1.016648832,0.1748505707,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
46,1.68978053117,0.353996207826,0.339968705672,1.24033066498,0.279881825254,0.359054185519,1.02652319154,0.167789847505,0.3590532429,1.026521988,0.1678004151,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
47,1.68958954171,0.35409107524,0.339733747624,1.240346741,0.279833181669,0.375462605985,1.00084329598,0.140902863062,0.3755254217,1.001423457,0.1405716932,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
48,1.68984989581,0.353882954543,0.340075340738,1.24032628841,0.279858931035,0.363797193664,1.0004968176,0.160895614036,0.3637941366,1.000473986,0.1609190845,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
49,1.68981021373,0.35400557603,0.339954908696,1.24023279104,0.279885483737,0.356158122138,0.981216948469,0.160145717669,0.3561618691,0.9812081078,0.1601377136,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
50,1.68973884048,0.354022351243,0.339951035634,1.24032544795,0.279869889085,0.358575222859,0.974526797913,0.159653123865,0.3585723099,0.9745220058,0.1596651817,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
51,1.6898144732,0.354032391074,0.339939661321,1.24025400421,0.279913927542,0.356294372717,0.953155826746,0.151886667659,0.3562927164,0.95317091,0.1518864467,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
52,1.68980377578,0.353988926428,0.339971434658,1.24027137688,0.279881645381,0.355780240332,0.991445561384,0.181705462264,0.3557793906,0.991452457,0.1817103649,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
53,1.68977320366,0.3539877952,0.339972132987,1.24035606793,0.279873436873,0.356260946729,1.00044671799,0.158943262044,0.3562647307,1.000419144,0.1589419092,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
54,1.68978056161,0.35401922706,0.33994861763,1.24032500675,0.279891092553,0.357052271306,0.985819610091,0.159207313039,0.3570549679,0.9857965931,0.1592066488,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
55,1.68989477693,0.353936540162,0.340002475861,1.24023278419,0.279904496531,0.359356335968,0.984811500812,0.176545572506,0.3593541361,0.9848395201,0.1765250221,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
56,1.68995524138,0.353940643334,0.339999414754,1.24019110794,0.279940764948,0.356213443378,1.04803521903,0.188713360468,0.3562097761,1.048086617,0.188698225,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
57,1.68976229117,0.353967826805,0.33998515345,1.24031893567,0.279848346354,0.359884025666,0.978726443422,0.175031816649,0.3598850137,0.9787232119,0.1750274529,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
58,1.68989971783,0.353890941092,0.340076161353,1.24025544069,0.27988500204,0.353906111342,0.979175196719,0.159313671381,0.3539049283,0.9791218038,0.1593767427,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
59,1.68976995699,0.354032577136,0.339937118015,1.24028361778,0.279882972462,0.354907820923,1.00427823899,0.158120461088,0.3549088035,1.004279144,0.1581188982,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
60,1.68986922713,0.353915971147,0.340039709449,1.24028785544,0.279885016859,0.355977474132,0.98911203436,0.162694453888,0.3559723944,0.9890953662,0.1627298183,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
61,1.6898619587,0.353936578357,0.34000129864,1.24025296412,0.279884171745,0.350920377147,0.98486297319,0.165908497471,0.3509226829,0.9848701439,0.1658916564,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
62,1.68963086778,0.354179649332,0.339664070182,1.24021591711,0.279895683496,0.368659160091,1.01419450112,0.150709565409,0.3686809491,1.015173544,0.1504585767,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
63,1.68992347919,0.35393254089,0.340007895753,1.2401934294,0.279918413658,0.355986421921,0.975372016471,0.153921608931,0.3559796824,0.975429588,0.1539211733,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
64,1.68981929379,0.353894220716,0.340065604682,1.24036401947,0.279851783983,0.362760624176,1.01191803132,0.155637468143,0.3627508288,1.011812508,0.1556828137,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
65,1.68982144476,0.353979745311,0.339974317446,1.24027804611,0.279887868328,0.356364071831,0.977273441246,0.180731952035,0.3563645904,0.9772708612,0.1807273747,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
66,1.68972942141,0.354054471956,0.339918225995,1.24031831651,0.279870603631,0.357050934352,1.0067547081,0.161495829912,0.3570582108,1.006702516,0.1614916926,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
67,1.68977464301,0.35406278136,0.33991000501,1.24027428991,0.27989598474,0.360839942531,0.942096872909,0.202891683833,0.3608580224,0.941970886,0.202906573,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
68,1.68973827018,0.354031038034,0.339942725048,1.24031294982,0.279869700282,0.35477641835,0.989937171907,0.183079083725,0.3547779628,0.9899285404,0.1830970614,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
69,1.6897855853,0.353984098071,0.339970696552,1.24033961736,0.279875664595,0.35333306633,1.01921138019,0.175231960661,0.3533372424,1.019187715,0.1752243499,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
70,1.68984750588,0.354037017832,0.339936252465,1.2401922633,0.27992718661,0.365119264345,1.00798870491,0.160763025687,0.3651136345,1.008000486,0.1607829825,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
71,1.68978303621,0.35391202528,0.340048042393,1.24040379887,0.279843373186,0.355692764109,0.975679817654,0.163717572889,0.3556952954,0.9756599754,0.1637417567,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
72,1.68975172978,0.354066839498,0.339913734839,1.24028009319,0.279890889546,0.357245091391,0.979320917808,0.158654492297,0.3572483308,0.979298458,0.1586526065,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
73,1.68983061462,0.353980909865,0.339972776603,1.2402726437,0.279895998235,0.349630510336,0.99651794683,0.173123284596,0.349628842,0.9965458245,0.1731191666,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
74,1.68985724408,0.353851048428,0.340095069208,1.240342781,0.27984329027,0.365653160118,0.976041023134,0.187480903604,0.3656479736,0.9759783163,0.1874403086,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
75,1.6897926261,0.35386410688,0.340090926669,1.24039005287,0.279821137897,0.36852551121,1.00568388398,0.148940779166,0.3684965499,1.005605816,0.1490229143,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
76,1.68982819197,0.354053248926,0.339919788464,1.24023025069,0.279922303362,0.357991572197,1.02207640545,0.174502190906,0.3580003243,1.021993966,0.1744978928,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
77,1.68979168174,0.354032415323,0.339938126287,1.24026202409,0.279895596714,0.358931427368,0.988386466009,0.17598310314,0.3589336599,0.9883557048,0.1759941734,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
78,1.68980795806,0.354040125227,0.339931365435,1.24019309904,0.279897216616,0.360813615731,0.973340873927,0.154119640065,0.360816815,0.9733202344,0.1541163842,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
79,1.68988643773,0.353824650282,0.340146775935,1.24031920004,0.279847205456,0.350183008877,0.97947728752,0.165322514124,0.3501924236,0.9793392442,0.1654189882,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
80,1.68981775489,0.353938644005,0.340027597708,1.24034553452,0.279872948878,0.355676631142,0.991275043628,0.158889022032,0.355673043,0.9911556114,0.1589257432,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
81,1.68981416876,0.354034521962,0.339936665824,1.24019343895,0.279899398775,0.350734393223,0.974631398737,0.164000750523,0.3507341331,0.9746392086,0.1639987599,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
82,1.68977728263,0.3539838725,0.339966956762,1.24030752593,0.279863563654,0.36175447399,1.0087795273,0.170143763875,0.3617572745,1.00874955,0.1701317476,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
83,1.69011850646,0.353495950581,0.340419060376,1.2404082598,0.279798647329,0.353942942385,1.03778058148,0.172322137734,0.3539339037,1.037340983,0.1724776452,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
84,1.68977267377,0.354005156522,0.339951657359,1.24030394076,0.279870627418,0.359148211304,0.976165080762,0.152615570817,0.3591560726,0.9761549432,0.1525991617,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
85,1.68984233361,0.353881212333,0.340077334531,1.24040490799,0.279868758382,0.353417966096,0.985149996531,0.160237868008,0.3534087302,0.9850075282,0.1602941885,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
86,1.68977621199,0.353970844987,0.339982728399,1.24034718114,0.279865245219,0.351552469312,1.02574785833,0.167170001693,0.3515541892,1.025737195,0.1671665556,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
87,1.68976786281,0.354017549156,0.339956486556,1.24028592506,0.2798805689,0.36151648525,0.984953000211,0.187071413026,0.3615166233,0.9849885164,0.1871021014,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
88,1.6897855853,0.353984098071,0.339970696552,1.24033961736,0.279875664595,0.365931170146,0.995968937424,0.151028750631,0.3659363105,0.9959464871,0.1510201516,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
89,1.68978439455,0.354019472961,0.339952951312,1.24028719232,0.279894921396,0.360508043639,1.00447817821,0.153754235439,0.36050116,1.004493684,0.1537645301,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
90,1.68981194015,0.353950946808,0.339994108865,1.24029496467,0.279870036185,0.356997430507,1.01045994947,0.181136572281,0.3569947445,1.010486094,0.1811238639,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
91,1.68985400144,0.353883397702,0.340072655585,1.24032250603,0.279860295815,0.356483628924,0.960448319266,0.161787227583,0.3564825708,0.9603926008,0.1618313805,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
92,1.68978678053,0.353901131246,0.340056780885,1.24040559234,0.279839841467,0.365098094079,0.975612697678,0.188024946054,0.3650971694,0.9755933168,0.1880065103,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
93,1.68970256429,0.354061109162,0.339912151745,1.24038129871,0.279866101325,0.358592800218,0.979810414738,0.169787649819,0.3586062781,0.979683261,0.1697882042,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
94,1.6898710837,0.353990013375,0.339965853933,1.24025042224,0.279920991239,0.352560223074,0.950410971518,0.15570157551,0.3525615806,0.9504029206,0.1556931657,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
95,1.68978378132,0.354046018976,0.339932608171,1.24029412074,0.279907696073,0.352480828768,0.996287777037,0.170733091253,0.35247729,0.996301869,0.1707474159,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
96,1.68982933751,0.353892330695,0.340065721064,1.24030670169,0.279847016514,0.359421342815,0.989272610194,0.164868193854,0.3594166387,0.9892387914,0.1648964443,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
97,1.68987104054,0.353950950063,0.33999309099,1.24022576959,0.27989609317,0.357501607993,1.02216228965,0.170461594876,0.3575008219,1.022201958,0.1704521476,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
98,1.68976878574,0.354063054878,0.339919233969,1.24025272985,0.279899576786,0.359439591122,1.0178126119,0.162710979482,0.3594397009,1.017789585,0.1627163976,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
99,1.68977848664,0.353991458002,0.339968241259,1.24029857409,0.279869724049,0.355681535893,1.02435627525,0.163318426763,0.3556824979,1.024348452,0.1633178601,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
100,1.68979485369,0.354005697501,0.339954961747,1.24025853621,0.279879275678,0.356325446735,0.977155251417,0.160578250672,0.3563287971,0.9771335035,0.1605711409,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
101,1.68984934045,0.353974006149,0.339978320147,1.24021540433,0.279894554211,0.357841300819,0.978250307929,0.174663487902,0.3578377124,0.9782874798,0.174661185,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
102,1.6897729178,0.35403125612,0.339948724557,1.24028075811,0.279880984368,0.360557695586,0.983855502761,0.155053083461,0.3605662505,0.9837543328,0.1550604684,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
103,1.68972132289,0.354117719501,0.339885077664,1.24025974515,0.279907979744,0.354222218266,1.00387611531,0.158392371693,0.3542096173,1.003907955,0.1584091626,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
104,1.68986330397,0.353974662043,0.339978547333,1.24024536895,0.27990800413,0.36443153013,1.00675586135,0.175612707799,0.3644301145,1.00676699,0.1756086237,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
105,1.68975971502,0.353921956659,0.34003584087,1.24045032762,0.27984110078,0.359348934269,1.01292264841,0.169995505603,0.3593558859,1.012848209,0.1699994475,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
106,1.68974235234,0.354003753501,0.339960863181,1.24035085155,0.279861500858,0.361785410562,1.02001081912,0.167657098549,0.361788458,1.019969893,0.1676614203,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
107,1.68980795806,0.354040125227,0.339931365435,1.24019309904,0.279897216616,0.35723495333,0.986797953016,0.162207745147,0.3572361097,0.9867876965,0.1622073374,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
108,1.69006188589,0.353677902122,0.340226022888,1.2403635462,0.279873927556,0.357298912983,0.986772261272,0.160082141089,0.3573150371,0.986590073,0.1601047362,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
109,1.68976648561,0.353977357261,0.339979529238,1.24035777525,0.279866586006,0.35269428159,0.966123456996,0.165912053339,0.352693699,0.9661314246,0.1659133625,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
110,1.68989889387,0.353903885393,0.340025015343,1.24020822376,0.279882915551,0.361140757714,1.02059063784,0.173791605268,0.3611381603,1.020645947,0.1737628485,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
111,1.68978679206,0.353981117597,0.339973092008,1.24029479286,0.279871088499,0.354812940914,0.95097190007,0.159814063029,0.3548109999,0.9509954569,0.1598103236,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
112,1.68987104054,0.353950950063,0.33999309099,1.24022576959,0.27989609317,0.35733906178,0.985280999613,0.158386406086,0.3573366734,0.985323236,0.158381341,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
113,1.68982146319,0.353915252322,0.340046328614,1.24040482126,0.279873129654,0.36093305782,0.976223263865,0.173266033873,0.3609341873,0.9761997445,0.173277727,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
114,1.68984479271,0.353910194025,0.34004695457,1.24037237448,0.279877860512,0.360078907284,0.984956288523,0.166561185396,0.3600809023,0.9849120339,0.1665751578,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
