source,domain,method,n,mean,median,trimmed_mean,winsor_mean,ci_low,ci_high,rank_within_source
A1,wikipedia,Q_baseline,10000,0.6476952662987847,0.6535235209130275,0.6520469162030048,0.6505392952623653,0.6461583898204359,0.6494968424083829,5.0
A1,wikipedia,Q_critic,10000,0.6651499645272791,0.6761042152665838,0.6712619366804026,0.6684461873952213,0.6634235009248188,0.6667407080770886,5.0
A1,wikipedia,Q_robust,10000,0.6689209815125893,0.6827869625067073,0.6767859537436101,0.6733778869035463,0.6669070906713733,0.6709444678948732,5.0
A1,wikipedia,Q_penalty,10000,0.6093803595726641,0.6118430188920077,0.6121921641964609,0.6115031166187357,0.6076854994213228,0.6112045352095973,5.0
A1,wikipedia,Q_hard,10000,0.6461254484110595,0.6518781639286098,0.6504827632240199,0.6489758551766645,0.6444397207692423,0.6478168966440299,5.0
A2,arxiv,Q_baseline,17523,0.7618409102193856,0.7635539418112022,0.7632186074932343,0.7630558081464652,0.7611987963782093,0.7623641329352194,1.0
A2,arxiv,Q_critic,17523,0.7511669276973818,0.7520950730974553,0.7519885441580405,0.7521474973750528,0.750550796404893,0.752010084005402,1.0
A2,arxiv,Q_robust,17523,0.7686384186585461,0.7734895423852393,0.7705953982020571,0.7699183416295573,0.7679261352851228,0.7695978312002109,1.0
A2,arxiv,Q_penalty,17523,0.7358553280454456,0.7374078432313889,0.7371128323183994,0.7370006646797356,0.735203574054911,0.7365430681712789,1.0
A2,arxiv,Q_hard,17523,0.7610670081475756,0.76312355159409,0.7627653866520169,0.7625493139532927,0.76042131517233,0.7616305900557149,1.0
A3,github,Q_baseline,203752,0.5741167240585332,0.5783269599287536,0.5751493723000772,0.5739196100417138,0.5737635326641187,0.5744453314474356,1.0
A3,github,Q_critic,203752,0.6190707727688761,0.6274091091418135,0.6226618160288231,0.6205210652373567,0.6186763118524734,0.6194212655753981,1.0
A3,github,Q_robust,203752,0.5721914884515535,0.5795093032603156,0.5755419870751658,0.5735406259872838,0.5717309196755442,0.5725514420574399,1.0
A3,github,Q_penalty,203752,0.5375025888476134,0.5426137183677372,0.5389288830464342,0.5372517903551867,0.537170052121519,0.5379111417112841,1.0
A3,github,Q_hard,203752,0.5728674219168117,0.5775290481233109,0.5741194796197375,0.5727859760856419,0.5725300018778388,0.5731921017835605,1.0
