model,row_id,held_N_B,observed,predicted
classic,120,0.070542,2.8275,2.8276613099
classic,121,0.070542,2.827,2.82702876648
classic,122,0.070542,2.8263,2.82640304638
classic,123,0.070542,2.8255,2.82578401956
classic,124,0.070542,2.8251,2.82517155956
classic,125,0.070542,2.8243,2.82456525581
classic,126,0.070542,2.824,2.82396556648
classic,127,0.070542,2.8232,2.82337208445
classic,128,0.070542,2.823,2.82278469618
classic,129,0.070542,2.822,2.8222032911
classic,130,0.070542,2.8215,2.8216277615
classic,131,0.070542,2.8212,2.82105800244
classic,132,0.070542,2.8202,2.820493644
classic,133,0.070542,2.8199,2.81993512445
classic,134,0.070542,2.8196,2.81938207629
classic,135,0.070542,2.8185,2.81883440476
classic,136,0.070542,2.8183,2.81829201744
classic,137,0.070542,2.8178,2.8177548242
classic,138,0.070542,2.8173,2.81722248456
classic,139,0.070542,2.8164,2.81669542014
classic,140,0.070542,2.8159,2.81617329223
classic,141,0.070542,2.8157,2.81565601907
classic,142,0.070542,2.8152,2.81514352083
classic,143,0.070542,2.8146,2.81463571955
classic,144,0.070542,2.8142,2.81413253911
classic,145,0.070542,2.8135,2.81363366841
classic,146,0.070542,2.8131,2.81313951033
classic,147,0.162405,4.5235,4.52331069409
classic,148,0.162405,4.1397,4.13944678234
classic,149,0.162405,3.8226,3.82250370507
classic,150,0.162405,3.5629,3.56222097804
classic,151,0.162405,3.3548,3.35459400059
classic,152,0.162405,3.1771,3.17682305859
classic,153,0.162405,3.0883,3.08774467789
classic,154,0.162405,3.0304,3.03037764948
classic,155,0.162405,2.9888,2.98897679892
classic,156,0.162405,2.9568,2.95701670005
classic,157,0.162405,2.9311,2.93123803761
classic,158,0.162405,2.9098,2.90978882299
classic,159,0.162405,2.8916,2.89152315356
classic,160,0.162405,2.8757,2.87567925352
classic,161,0.162405,2.8619,2.86175061928
classic,162,0.162405,2.8494,2.84935503863
classic,163,0.162405,2.8385,2.83821563688
classic,164,0.162405,2.8281,2.8281222179
classic,165,0.162405,2.8195,2.8189117382
classic,166,0.162405,2.8106,2.81045538473
classic,167,0.162405,2.8025,2.80264617842
classic,168,0.162405,2.7952,2.79540737792
classic,169,0.162405,2.7888,2.78866578271
classic,170,0.162405,2.7823,2.7823636481
classic,171,0.162405,2.7766,2.77645241101
classic,172,0.162405,2.771,2.77089087274
classic,173,0.162405,2.7656,2.76564380596
classic,174,0.162405,2.7605,2.76067856982
classic,175,0.162405,2.7557,2.75597359028
classic,176,0.162405,2.7514,2.75150350416
classic,177,0.162405,2.7474,2.7472482046
classic,178,0.162405,2.7432,2.74318997137
classic,179,0.162405,2.7391,2.73931311413
classic,180,0.162405,2.7356,2.7356019482
classic,181,0.162405,2.7321,2.73204754713
classic,182,0.162405,2.7285,2.72863693596
classic,183,0.162405,2.7254,2.72536006984
classic,184,0.162405,2.7222,2.72220788347
classic,185,0.162405,2.719,2.71917217005
classic,186,0.162405,2.7163,2.71624547811
classic,187,0.162405,2.7135,2.71341969981
classic,188,0.162405,2.7109,2.71069133351
classic,189,0.162405,2.7082,2.70805334137
classic,190,0.162405,2.7053,2.70550052525
classic,191,0.162405,2.7029,2.70302810655
classic,192,0.162405,2.7007,2.70063168313
classic,193,0.162405,2.6984,2.69830609954
classic,194,0.162405,2.6961,2.69604981322
classic,195,0.162405,2.6945,2.69385821705
classic,196,0.162405,2.6918,2.69172807943
classic,197,0.162405,2.6898,2.68965639605
classic,198,0.162405,2.6878,2.68764036943
classic,199,0.162405,2.6858,2.68567739077
classic,200,0.162405,2.6837,2.68376412336
classic,201,0.162405,2.682,2.68190011161
classic,202,0.162405,2.68,2.68008229785
classic,203,0.162405,2.6783,2.67830868121
classic,204,0.162405,2.6765,2.67657738316
classic,205,0.162405,2.6749,2.67488663794
classic,206,0.162405,2.6736,2.67323400517
classic,207,0.162405,2.6713,2.67161949426
classic,208,0.162405,2.6702,2.67004083201
classic,209,0.162405,2.6683,2.66849662466
classic,210,0.162405,2.6669,2.66698555512
classic,211,0.162405,2.6657,2.66550637753
classic,212,0.162405,2.6641,2.66405791231
classic,213,0.162405,2.6625,2.66263837192
classic,214,0.162405,2.6611,2.661248049
classic,215,0.162405,2.66,2.65988525358
classic,216,0.162405,2.6584,2.65854902957
classic,217,0.162405,2.6573,2.65723846793
classic,218,0.162405,2.656,2.65595270371
classic,219,0.162405,2.6546,2.65469091328
classic,220,0.162405,2.6538,2.65345172656
classic,221,0.162405,2.6523,2.65223557618
classic,222,0.162405,2.6507,2.65104115188
classic,223,0.162405,2.6499,2.64986777181
classic,224,0.162405,2.6486,2.64871478446
classic,225,0.162405,2.6477,2.64758156695
classic,226,0.162405,2.6464,2.64646699664
classic,227,0.162405,2.6454,2.64537156545
classic,228,0.162405,2.6444,2.64429419134
classic,229,0.162405,2.6434,2.64323435084
classic,230,0.162405,2.642,2.64219154202
classic,231,0.162405,2.6411,2.64116528337
classic,232,0.162405,2.6401,2.64015511274
classic,233,0.162405,2.6391,2.6391601157
classic,234,0.162405,2.6385,2.63818081419
classic,235,0.162405,2.6373,2.63721632038
classic,236,0.162405,2.6361,2.63626624007
classic,237,0.162405,2.6355,2.63533019399
classic,238,0.162405,2.6347,2.63440781707
classic,239,0.162405,2.6337,2.63349832738
classic,240,0.162405,2.6324,2.63260225307
classic,241,0.162405,2.6317,2.63171883106
classic,242,0.162405,2.6311,2.6308477466
classic,243,0.162405,2.6299,2.62998869606
classic,244,0.162405,2.6292,2.62914138646
classic,245,0.162405,2.6284,2.62830553499
classic,246,0.162405,2.6274,2.62748047788
classic,247,0.162405,2.6267,2.62666673769
classic,248,0.162405,2.6254,2.62586366352
classic,249,0.162405,2.6249,2.62507100885
classic,250,0.162405,2.6243,2.6242885353
classic,251,0.162405,2.6234,2.62351601222
classic,252,0.162405,2.623,2.62275285497
classic,253,0.162405,2.6218,2.62199957491
classic,254,0.162405,2.6212,2.62125559677
classic,255,0.162405,2.6206,2.6205207179
classic,256,0.162405,2.62,2.61979474192
classic,257,0.162405,2.6189,2.61907747851
classic,258,0.162405,2.6186,2.61836874314
classic,259,0.162405,2.6177,2.61766802482
classic,260,0.162405,2.6169,2.61697581788
classic,261,0.162405,2.6164,2.61629161788
classic,262,0.162405,2.6157,2.61561526132
classic,263,0.162405,2.6149,2.61494658945
classic,264,0.162405,2.6143,2.6142854481
classic,265,0.162405,2.6136,2.61363168753
classic,266,0.162405,2.613,2.61298485563
classic,267,0.162405,2.6125,2.61234542753
classic,268,0.162405,2.612,2.61171295574
classic,269,0.162405,2.6109,2.6110873066
classic,270,0.162405,2.6108,2.61046835011
classic,271,0.162405,2.6096,2.60985595977
classic,272,0.162405,2.6092,2.6092497251
classic,273,0.162405,2.6088,2.6086501042
classic,274,0.162405,2.6081,2.60805668998
classic,275,0.162405,2.6074,2.60746936892
classic,276,0.162405,2.6069,2.60688803047
classic,277,0.162405,2.6063,2.60631256691
classic,278,0.162405,2.6057,2.60574287333
classic,279,0.162405,2.6053,2.60517857984
classic,280,0.162405,2.6047,2.60462012466
classic,281,0.162405,2.604,2.60406714032
classic,282,0.162405,2.6037,2.60351953207
classic,283,0.162405,2.603,2.60297720751
classic,284,0.162405,2.6026,2.60244007652
classic,285,0.162405,2.602,2.60190779864
classic,286,0.162405,2.6013,2.60138079544
classic,287,0.162405,2.6008,2.60085872827
classic,288,0.162405,2.6005,2.60034151535
classic,289,0.162405,2.5999,2.59982907688
classic,290,0.162405,2.5993,2.59932133489
classic,291,0.162405,2.5989,2.59881821328
classic,292,0.162405,2.5985,2.59831940097
classic,293,0.162405,2.5978,2.59782530081
classic,294,0.409009,4.3461,4.34639417479
classic,295,0.409009,3.9625,3.96251773616
classic,296,0.409009,3.6458,3.64556519778
classic,297,0.409009,3.3856,3.38527542539
classic,298,0.409009,3.1777,3.1776433955
classic,299,0.409009,2.9999,2.99986861251
classic,300,0.409009,2.9109,2.91078850596
classic,301,0.409009,2.8533,2.85342044624
classic,302,0.409009,2.8125,2.81201889394
classic,303,0.409009,2.7799,2.78005827938
classic,304,0.409009,2.754,2.75427921839
classic,305,0.409009,2.733,2.73282968454
classic,306,0.409009,2.7147,2.71456375247
classic,307,0.409009,2.6988,2.6987196317
classic,308,0.409009,2.6849,2.68479080902
classic,309,0.409009,2.6724,2.67239506521
classic,310,0.409009,2.6611,2.66125552056
classic,311,0.409009,2.6512,2.65116197522
classic,312,0.409009,2.6418,2.64195138285
classic,313,0.409009,2.6336,2.63349492821
classic,314,0.409009,2.6256,2.62568563043
classic,315,0.409009,2.6183,2.61844674684
classic,316,0.409009,2.6116,2.61170507576
classic,317,0.409009,2.6055,2.60540287156
classic,318,0.409009,2.5994,2.59949157037
classic,319,0.409009,2.5938,2.59392997286
classic,320,0.409009,2.5887,2.58868285115
classic,321,0.409009,2.5837,2.58371756389
classic,322,0.409009,2.5789,2.5790125367
classic,323,0.409009,2.5745,2.57454240604
classic,324,0.409009,2.5703,2.57028706472
classic,325,0.409009,2.566,2.56622879227
classic,326,0.409009,2.5621,2.56235189812
classic,327,0.409009,2.5585,2.55864069737
classic,328,0.409009,2.555,2.55508626343
classic,329,0.409009,2.5517,2.55167562115
classic,330,0.409009,2.5486,2.54839872555
classic,331,0.409009,2.5454,2.54524651122
classic,332,0.409009,2.5422,2.54221077122
classic,333,0.409009,2.5393,2.539284054
classic,334,0.409009,2.5363,2.5364582516
classic,335,0.409009,2.5337,2.53372986233
classic,336,0.409009,2.531,2.53109184825
classic,337,0.409009,2.5286,2.52853901116
classic,338,0.409009,2.5259,2.52606657241
classic,339,0.409009,2.5237,2.52367012978
classic,340,0.409009,2.5215,2.52134452778
classic,341,0.409009,2.5191,2.51908822381
classic,342,0.409009,2.5169,2.51689661068
classic,343,0.409009,2.5148,2.51476645678
classic,344,0.409009,2.5126,2.51269475774
classic,345,0.409009,2.5107,2.51067871606
classic,346,0.409009,2.5087,2.50871572289
classic,347,0.409009,2.5068,2.50680244151
classic,348,0.409009,2.5048,2.50493841628
classic,349,0.409009,2.5031,2.50312058953
classic,350,0.409009,2.5014,2.50134696035
classic,351,0.409009,2.4998,2.49961565018
classic,352,0.409009,2.498,2.49792489326
classic,353,0.409009,2.4965,2.49627224918
classic,354,0.409009,2.4946,2.49465772732
classic,355,0.409009,2.4932,2.49307905448
classic,356,0.409009,2.4916,2.49153483689
classic,357,0.409009,2.4903,2.49002375742
classic,358,0.409009,2.4884,2.48854457021
classic,359,0.409009,2.487,2.48709609567
classic,360,0.409009,2.4856,2.48567654624
classic,361,0.409009,2.484,2.48428621455
classic,362,0.409009,2.4829,2.48292341062
classic,363,0.409009,2.4815,2.48158717834
classic,364,0.409009,2.4803,2.48027660868
classic,365,0.409009,2.479,2.47899083666
classic,366,0.409009,2.478,2.47772903865
classic,367,0.409009,2.4766,2.47648984457
classic,368,0.409009,2.4752,2.47527368702
classic,369,0.409009,2.474,2.47407925576
classic,370,0.409009,2.473,2.47290586891
classic,371,0.409009,2.4716,2.47175287496
classic,372,0.409009,2.4708,2.47061965102
classic,373,0.409009,2.4696,2.46950507446
classic,374,0.409009,2.4683,2.46840963718
classic,375,0.409009,2.4671,2.46733225714
classic,376,0.409009,2.4664,2.46627241085
classic,377,0.409009,2.4652,2.46522959639
classic,378,0.409009,2.4644,2.46420333224
classic,379,0.409009,2.463,2.46319315625
classic,380,0.409009,2.4621,2.46219815398
classic,381,0.409009,2.4612,2.46121884737
classic,382,0.409009,2.4603,2.46025434857
classic,383,0.409009,2.4592,2.4593042634
classic,384,0.409009,2.4584,2.45836821258
classic,385,0.409009,2.4573,2.45744583103
classic,386,0.409009,2.4565,2.45653633681
classic,387,0.409009,2.4557,2.45564025808
classic,388,0.409009,2.4548,2.45475683175
classic,389,0.409009,2.454,2.45388574307
classic,390,0.409009,2.4529,2.4530266884
classic,391,0.409009,2.452,2.45217937478
classic,392,0.409009,2.4515,2.45134351937
classic,393,0.409009,2.4506,2.4505184584
classic,394,0.409009,2.4496,2.44970471444
classic,395,0.409009,2.4491,2.44890163658
classic,396,0.409009,2.4481,2.44810897831
classic,397,0.409009,2.4475,2.44732650123
classic,398,0.409009,2.4466,2.44655397471
classic,399,0.409009,2.446,2.44579081407
classic,400,0.409009,2.4452,2.44503753071
classic,401,0.409009,2.4443,2.44429354934
classic,402,0.409009,2.4437,2.44355866729
classic,403,0.409009,2.4429,2.44283268821
classic,404,0.409009,2.4423,2.44211542176
classic,405,0.409009,2.4413,2.44140668342
classic,406,0.409009,2.4408,2.44070596219
classic,407,0.409009,2.4401,2.44001375239
classic,408,0.409009,2.4391,2.43932954959
classic,409,0.409009,2.4385,2.43865319029
classic,410,0.409009,2.4377,2.43798451573
classic,411,0.409009,2.4373,2.43732337176
classic,412,0.409009,2.4368,2.43666960861
classic,413,0.409009,2.4362,2.43602277418
classic,414,0.409009,2.4354,2.4353833436
classic,415,0.409009,2.4349,2.43475086939
classic,416,0.409009,2.434,2.43412521787
classic,417,0.409009,2.4333,2.43350625903
classic,418,0.409009,2.4329,2.43289386641
classic,419,0.409009,2.4323,2.43228762949
classic,420,0.409009,2.4317,2.43168800638
classic,421,0.409009,2.4309,2.43109459
classic,422,0.409009,2.4305,2.43050726683
classic,423,0.409009,2.4298,2.42992592629
classic,424,0.409009,2.4294,2.4293504607
classic,425,0.409009,2.4288,2.42878076512
classic,426,0.409009,2.4281,2.42821646966
classic,427,0.409009,2.4276,2.42765801255
classic,428,0.409009,2.427,2.42710502632
classic,429,0.409009,2.4266,2.42655741621
classic,430,0.409009,2.4261,2.42601508983
classic,431,0.409009,2.4254,2.42547795705
classic,432,0.409009,2.425,2.42494567741
classic,433,0.409009,2.4244,2.4244186725
classic,434,0.409009,2.4238,2.42389660363
classic,435,0.409009,2.4234,2.42337938905
classic,436,0.409009,2.4228,2.42286694895
classic,437,0.409009,2.4223,2.42235920537
classic,438,0.409009,2.4217,2.42185608218
classic,439,0.409009,2.4216,2.42135726833
classic,440,0.409009,2.4209,2.42086316665
classic,441,1.040867,4.2153,4.2159539929
classic,442,1.040867,3.8315,3.83205336492
classic,443,1.040867,3.5146,3.51508323168
classic,444,1.040867,3.2545,3.25478096261
classic,445,1.040867,3.0476,3.04714049434
classic,446,1.040867,2.8697,2.86935979358
classic,447,1.040867,2.7802,2.78027725765
classic,448,1.040867,2.723,2.72290784949
classic,449,1.040867,2.6816,2.68150543869
classic,450,1.040867,2.6501,2.64954423154
classic,451,1.040867,2.6239,2.62376473951
classic,452,1.040867,2.6023,2.60231488038
classic,453,1.040867,2.5839,2.58404869615
classic,454,1.040867,2.5679,2.56820437575
classic,455,1.040867,2.5543,2.55427539269
classic,456,1.040867,2.5417,2.54187951837
classic,457,1.040867,2.5305,2.5307398665
classic,458,1.040867,2.5205,2.52064623241
classic,459,1.040867,2.5113,2.51143556618
classic,460,1.040867,2.5032,2.50297904982
classic,461,1.040867,2.4953,2.49516970034
classic,462,1.040867,2.4879,2.48793077343
classic,463,1.040867,2.4814,2.48118906605
classic,464,1.040867,2.4749,2.47488683152
classic,465,1.040867,2.4688,2.46897550507
classic,466,1.040867,2.4636,2.46341388666
classic,467,1.040867,2.4582,2.45816674781
classic,468,1.040867,2.453,2.45320144667
classic,469,1.040867,2.4485,2.44849640844
classic,470,1.040867,2.4439,2.44402626923
classic,471,1.040867,2.4396,2.43977092154
classic,472,1.040867,2.4358,2.43571264464
classic,473,1.040867,2.4321,2.43183574773
classic,474,1.040867,2.4279,2.42812454573
classic,475,1.040867,2.4246,2.42457011187
classic,476,1.040867,2.4211,2.42115947085
classic,477,1.040867,2.4178,2.41788257759
classic,478,1.040867,2.4146,2.41473036653
classic,479,1.040867,2.4116,2.41169463064
classic,480,1.040867,2.4088,2.40876791828
classic,481,1.040867,2.4058,2.40594212143
classic,482,1.040867,2.4032,2.40321373832
classic,483,1.040867,2.4006,2.40057573094
classic,484,1.040867,2.398,2.39802290105
classic,485,1.040867,2.3954,2.39555046993
classic,486,1.040867,2.3931,2.39315403533
classic,487,1.040867,2.3909,2.39082844172
classic,488,1.040867,2.3886,2.38857214646
classic,489,1.040867,2.3863,2.38638054234
classic,490,1.040867,2.3842,2.38425039769
classic,491,1.040867,2.3822,2.38217870814
classic,492,1.040867,2.38,2.38016267617
classic,493,1.040867,2.3782,2.37819969288
classic,494,1.040867,2.3762,2.37628642156
classic,495,1.040867,2.3745,2.37442240653
classic,496,1.040867,2.3725,2.37260459012
classic,497,1.040867,2.3706,2.37083097138
classic,498,1.040867,2.3689,2.36909967178
classic,499,1.040867,2.3674,2.3674089255
classic,500,1.040867,2.3658,2.36575629215
classic,501,1.040867,2.364,2.36414178109
classic,502,1.040867,2.3626,2.36256311911
classic,503,1.040867,2.3608,2.36101891242
classic,504,1.040867,2.3595,2.3595078439
classic,505,1.040867,2.3579,2.35802866767
classic,506,1.040867,2.3565,2.35658020414
classic,507,1.040867,2.3552,2.35516066575
classic,508,1.040867,2.3537,2.35377034511
classic,509,1.040867,2.3524,2.35240755225
classic,510,1.040867,2.3512,2.35107133104
classic,511,1.040867,2.3497,2.34976077245
classic,512,1.040867,2.3485,2.3484750115
classic,513,1.040867,2.3471,2.34721322456
classic,514,1.040867,2.346,2.34597404153
classic,515,1.040867,2.3449,2.34475789502
classic,516,1.040867,2.3433,2.34356347479
classic,517,1.040867,2.3423,2.34239009895
classic,518,1.040867,2.3413,2.34123711598
classic,519,1.040867,2.3401,2.34010390301
classic,520,1.040867,2.339,2.33898933739
classic,521,1.040867,2.3378,2.33789391103
classic,522,1.040867,2.3368,2.33681654187
classic,523,1.040867,2.3357,2.33575670643
classic,524,1.040867,2.3348,2.33471390279
classic,525,1.040867,2.3337,2.33368764944
classic,526,1.040867,2.3327,2.3326774842
classic,527,1.040867,2.3316,2.33168249265
classic,528,1.040867,2.3306,2.33070319672
classic,529,1.040867,2.3297,2.32973870857
classic,530,1.040867,2.3288,2.32878863401
classic,531,1.040867,2.3278,2.32785259375
classic,532,1.040867,2.3269,2.32693022273
classic,533,1.040867,2.3262,2.326020739
classic,534,1.040867,2.3252,2.32512467072
classic,535,1.040867,2.3242,2.3242412548
classic,536,1.040867,2.3235,2.32337017648
classic,537,1.040867,2.3225,2.32251113214
classic,538,1.040867,2.3215,2.32166382879
classic,539,1.040867,2.3207,2.32082798362
classic,540,1.040867,2.3198,2.32000293285
classic,541,1.040867,2.3191,2.31918919904
classic,542,1.040867,2.3184,2.31838613128
classic,543,1.040867,2.3178,2.31759348307
classic,544,1.040867,2.3168,2.31681101601
classic,545,1.040867,2.316,2.31603849946
classic,546,1.040867,2.3153,2.31527534876
classic,547,1.040867,2.3143,2.31452207528
classic,548,1.040867,2.3138,2.31377810375
classic,549,1.040867,2.3131,2.3130432315
classic,550,1.040867,2.3122,2.31231726218
classic,551,1.040867,2.3117,2.31160000544
classic,552,1.040867,2.3109,2.31089127676
classic,553,1.040867,2.3101,2.31019056516
classic,554,1.040867,2.3096,2.30949836494
classic,555,1.040867,2.309,2.30881417168
classic,556,1.040867,2.3081,2.30813782187
classic,557,1.040867,2.3075,2.30746915676
classic,558,1.040867,2.3068,2.30680802219
classic,559,1.040867,2.3061,2.3061542684
classic,560,1.040867,2.3056,2.30550744329
classic,561,1.040867,2.3048,2.30486802199
classic,562,1.040867,2.3042,2.30423555701
classic,563,1.040867,2.3036,2.30360991468
classic,564,1.040867,2.303,2.302990965
classic,565,1.040867,2.3024,2.30237858148
classic,566,1.040867,2.3019,2.30177235364
classic,567,1.040867,2.3011,2.30117273955
classic,568,1.040867,2.3005,2.30057933216
classic,569,1.040867,2.2999,2.29999201792
classic,570,1.040867,2.2994,2.29941068629
classic,571,1.040867,2.2989,2.29883522955
classic,572,1.040867,2.2983,2.29826554279
classic,573,1.040867,2.2976,2.29770125612
classic,574,1.040867,2.2972,2.29714280775
classic,575,1.040867,2.2967,2.29658983022
classic,576,1.040867,2.2961,2.29604222877
classic,577,1.040867,2.2957,2.29549991102
classic,578,1.040867,2.2949,2.29496278682
classic,579,1.040867,2.2943,2.29443051573
classic,580,1.040867,2.2937,2.29390351932
classic,581,1.040867,2.2935,2.29338145892
classic,582,1.040867,2.2929,2.29286425277
classic,583,1.040867,2.2923,2.29235182106
classic,584,1.040867,2.2919,2.29184408583
classic,585,1.040867,2.2912,2.29134097096
classic,586,1.040867,2.2911,2.2908421654
classic,587,1.040867,2.2904,2.29034807196
classic,588,1.416184,4.1816,4.18109053737
classic,589,1.416184,3.7976,3.79724889375
classic,590,1.416184,3.4805,3.48032002258
classic,591,1.416184,3.22,3.22004552871
classic,592,1.416184,3.0125,3.01242242835
classic,593,1.416184,2.8347,2.83465250747
classic,594,1.416184,2.7458,2.74557369609
classic,595,1.416184,2.6879,2.68820601035
classic,596,1.416184,2.6471,2.64680448381
classic,597,1.416184,2.6148,2.61484373975
classic,598,1.416184,2.589,2.58906447438
classic,599,1.416184,2.5674,2.56761469941
classic,600,1.416184,2.5491,2.54934850916
classic,601,1.416184,2.5336,2.53350412372
classic,602,1.416184,2.5196,2.51957503618
classic,603,1.416184,2.507,2.50717903065
classic,604,1.416184,2.4958,2.49603922939
classic,605,1.416184,2.4859,2.48594543363
classic,606,1.416184,2.4769,2.47673459757
classic,607,1.416184,2.4682,2.46827790619
classic,608,1.416184,2.4602,2.46046837855
classic,609,1.416184,2.4532,2.45322927208
classic,610,1.416184,2.4464,2.44648738478
classic,611,1.416184,2.4398,2.44018497083
classic,612,1.416184,2.4342,2.43427346609
classic,613,1.416184,2.4287,2.42871167097
classic,614,1.416184,2.4235,2.42346435733
classic,615,1.416184,2.4187,2.41849888348
classic,616,1.416184,2.4139,2.41379367496
classic,617,1.416184,2.4093,2.4093233679
classic,618,1.416184,2.4049,2.40506785489
classic,619,1.416184,2.4013,2.40100941525
classic,620,1.416184,2.3971,2.39713235818
classic,621,1.416184,2.3934,2.39342099854
classic,622,1.416184,2.3898,2.38986640969
classic,623,1.416184,2.3865,2.38645561623
classic,624,1.416184,2.3831,2.38317857303
classic,625,1.416184,2.3799,2.38002621451
classic,626,1.416184,2.3769,2.3769903336
classic,627,1.416184,2.374,2.37406347859
classic,628,1.416184,2.3712,2.37123754135
classic,629,1.416184,2.3684,2.36850902019
classic,630,1.416184,2.3659,2.365870877
classic,631,1.416184,2.3633,2.36331791346
classic,632,1.416184,2.361,2.36084535081
classic,633,1.416184,2.3581,2.35844878675
classic,634,1.416184,2.3562,2.35612306563
classic,635,1.416184,2.354,2.35386664488
classic,636,1.416184,2.3514,2.35167491718
classic,637,1.416184,2.3495,2.34954465083
